nform,cuest_id,time,parcela,cultivo,nombre_parcela,provparcela_cod,munparcela_cod,superf_parcela_has,superficie_parcela,descanso_sino,temporary_crop,month_siembra,year_siembra,mixto_sino,since_siembra,month_harvest,year_harvest,age,female_head,transporte,tiempo_cant,tiempo_um
278,H0083,2,11,YUCA,KIARA,Espaillat,Gaspar Hern·ndez,2.6409597,42,No,Temporero,Enero,2019,No,2008,Noviembre,2019,50,0,Motor,30,Minutos
867,H0128,2,21,CILANTRO VERDE,CANCA,Espaillat,Moca,1.4462398,23,No,Temporero,Junio,2019,S√≠,2010,Julio,2019,60,0,Bicicleta,5,Minutos
867,H0128,2,21,TABACO,CANCA,Espaillat,Moca,1.4462398,23,No,Temporero,Noviembre,2019,S√≠,2016,0,0,60,0,Bicicleta,5,Minutos
871,H0129,2,11,,FINCA TURIN,Espaillat,Moca,1.2575998,20,SÌ,,,,,,,,36,0,A pie,1,Minutos
863,H0131,2,11,PL√ÅTANO,CANCA,Espaillat,Moca,0.75455987,12,No,Permanente,Febrero,2016,No,1990,,,87,0,A pie,0,Minutos
503,H0137,2,21,√ëAME,JUAN LOPEZ 2,Espaillat,Jamao Al Norte,3.0182395,48,No,Temporero,Febrero,2019,No,2015,,,47,0,Transporte p˙blico,20,Minutos
28,H0138,2,21,PL√ÅTANO,LOS GONZALEZ,Espaillat,Jamao Al Norte,1.8863997,30,No,Permanente,Mayo,2014,No,2015,,,72,0,Motor,30,Minutos
31,H0140,2,21,BATATA,JUAN LOPEZ,Espaillat,Jamao Al Norte,1.8863997,30,No,Temporero,Septiembre,2019,No,2014,,,49,0,AutÛmovil,15,Minutos
1006,H0143,2,11,YUCA,CACIQUE,Espaillat,Moca,1.8863997,30,No,Temporero,Enero,2019,No,2019,Enero,2020,68,1,AutÛmovil,5,Minutos
30,H0145,2,11,PL√ÅTANO,MONTE LA JAGUA,Espaillat,Moca,0.94319987,15,No,Permanente,Abril,2014,No,2005,,,66,0,AutÛmovil,25,Minutos
30,H0145,2,12,,SARAMBAMBA,Espaillat,Moca,3.0182395,48,SÌ,,,,,,,,66,0,AutÛmovil,25,Minutos
770,H0148,2,11,YUCA,LOS MUÒOZ,Espaillat,Moca,1.2575998,20,No,Temporero,Septiembre,2019,No,2019,,,45,0,A pie,2,Minutos
504,H0150,2,11,PL√ÅTANO,MONTE LA JAGUA,Espaillat,Moca,0.75455987,12,No,Permanente,Abril,2005,No,2002,,,64,0,A pie,0,Minutos
774,H0151,2,21,PL√ÅTANO,MARINGUESES,Espaillat,Moca,2.5151997,40,No,Permanente,Febrero,2017,No,2000,,,63,0,Motor,5,Minutos
774,H0151,2,21,ESPINACA,MARINGUESES,Espaillat,Moca,2.5151997,40,No,Temporero,Agosto,2019,No,2005,Noviembre,2019,63,0,Motor,5,Minutos
774,H0151,2,21,PUERRO,MARINGUESES,Espaillat,Moca,2.5151997,40,No,Temporero,Mayo,2019,No,2005,Junio,2019,63,0,Motor,5,Minutos
774,H0151,2,21,PUERRO,MARINGUESES,Espaillat,Moca,2.5151997,40,No,Temporero,Enero,2019,No,2005,Septiembre,2019,63,0,Motor,5,Minutos
774,H0151,2,21,ESPINACA,MARINGUESES,Espaillat,Moca,2.5151997,40,No,Temporero,Mayo,2019,No,2005,Febrero,2019,63,0,Motor,5,Minutos
774,H0151,2,21,RABANO,MARINGUESES,Espaillat,Moca,2.5151997,40,No,Temporero,Marzo,2019,No,2005,Abril,2019,63,0,Motor,5,Minutos
774,H0151,2,21,PUERRO,MARINGUESES,Espaillat,Moca,2.5151997,40,No,Temporero,Octubre,2019,No,2005,Abril,2019,63,0,Motor,5,Minutos
774,H0151,2,21,ESPINACA,MARINGUESES,Espaillat,Moca,2.5151997,40,No,Temporero,Octubre,2019,No,2005,Septiembre,2019,63,0,Motor,5,Minutos
774,H0151,2,21,PUERRO,MARINGUESES,Espaillat,Moca,2.5151997,40,No,Temporero,Marzo,2019,No,2005,Febrero,2019,63,0,Motor,5,Minutos
774,H0151,2,21,RABANO,MARINGUESES,Espaillat,Moca,2.5151997,40,No,Temporero,Octubre,2019,No,2005,Febrero,2019,63,0,Motor,5,Minutos
774,H0151,2,21,RABANO,MARINGUESES,Espaillat,Moca,2.5151997,40,No,Temporero,Agosto,2019,No,2005,Noviembre,2019,63,0,Motor,5,Minutos
774,H0151,2,21,RABANO,MARINGUESES,Espaillat,Moca,2.5151997,40,No,Temporero,Mayo,2019,No,2005,Septiembre,2019,63,0,Motor,5,Minutos
774,H0151,2,21,ESPINACA,MARINGUESES,Espaillat,Moca,2.5151997,40,No,Temporero,Enero,2019,No,2005,Abril,2019,63,0,Motor,5,Minutos
774,H0151,2,21,PUERRO,MARINGUESES,Espaillat,Moca,2.5151997,40,No,Temporero,Agosto,2019,No,2005,Noviembre,2019,63,0,Motor,5,Minutos
774,H0151,2,21,ESPINACA,MARINGUESES,Espaillat,Moca,2.5151997,40,No,Temporero,Marzo,2019,No,2005,Junio,2019,63,0,Motor,5,Minutos
774,H0151,2,21,RABANO,MARINGUESES,Espaillat,Moca,2.5151997,40,No,Temporero,Enero,2019,No,2005,Junio,2019,63,0,Motor,5,Minutos
1016,H0152,2,11,RABANO,LA 1,Espaillat,Moca,0.44015995,7,No,Temporero,Septiembre,2019,No,2005,Noviembre,2019,55,0,A pie,1,Minutos
1016,H0152,2,11,RABANO,LA 1,Espaillat,Moca,0.44015995,7,No,Temporero,Enero,2019,No,2005,Agosto,2019,55,0,A pie,1,Minutos
1016,H0152,2,11,PUERRO,LA 1,Espaillat,Moca,0.44015995,7,No,Temporero,Marzo,2019,No,2005,Noviembre,2019,55,0,A pie,1,Minutos
1016,H0152,2,11,PUERRO,LA 1,Espaillat,Moca,0.44015995,7,No,Temporero,Enero,2019,No,2005,Agosto,2019,55,0,A pie,1,Minutos
1016,H0152,2,11,PUERRO,LA 1,Espaillat,Moca,0.44015995,7,No,Temporero,Septiembre,2019,No,2005,Febrero,2019,55,0,A pie,1,Minutos
1016,H0152,2,11,RABANO,LA 1,Espaillat,Moca,0.44015995,7,No,Temporero,Junio,2019,No,2005,Febrero,2019,55,0,A pie,1,Minutos
1016,H0152,2,11,PUERRO,LA 1,Espaillat,Moca,0.44015995,7,No,Temporero,Junio,2019,No,2005,Mayo,2019,55,0,A pie,1,Minutos
1016,H0152,2,11,RABANO,LA 1,Espaillat,Moca,0.44015995,7,No,Temporero,Marzo,2019,No,2005,Mayo,2019,55,0,A pie,1,Minutos
768,H0156,2,11,YUCA,FAMILIA,Santiago,Licey Al Medio,0.94319987,15,No,Temporero,Enero,2019,No,2015,Diciembre,2019,55,0,A pie,1,Minutos
768,H0156,2,12,,BOROJOL,Santiago,Licey Al Medio,2.5151997,40,SÌ,,,,,,,,55,0,AutÛmovil,10,Minutos
776,H0157,2,11,YUCA,LA HERMITA,Espaillat,Moca,2.5151997,40,No,Temporero,Octubre,2019,No,2016,,,64,0,AutÛmovil,10,Minutos
776,H0157,2,21,PL√ÅTANO,KM5,Espaillat,Moca,2.8295996,45,No,Permanente,Mayo,2013,No,2010,,,64,0,A pie,0,Minutos
776,H0157,2,22,YUCA,LA REYNA,Espaillat,Moca,2.8924797,46,No,Temporero,Junio,2019,No,2016,,,64,0,AutÛmovil,15,Minutos
502,H0159,2,21,PL√ÅTANO,PASO MOCA,Espaillat,Moca,0.62879992,10,No,Permanente,Abril,2016,No,2016,,,57,0,Motor,20,Minutos
1011,H0160,2,21,PL√ÅTANO,LAS PALMAS,Espaillat,Moca,3.1439996,50,No,Permanente,Octubre,2019,No,2005,,,53,0,Motor,5,Minutos
1020,H0167,2,11,PL√ÅTANO,CHANCLETA,Espaillat,Cayetano GermosÈn,6.2879992,100,No,Permanente,Enero,2019,No,2005,,,58,0,Motor,15,Minutos
1089,H0251,2,11,PASTO,DIEGUITO,Puerto Plata,Villa Isabela,1.5719998,25,No,Permanente,No recuerda,2013,No,2013,,,79,1,AutÛmovil,10,Minutos
141,H0254,2,11,,ALVAREZ,Puerto Plata,LuperÛn,0.62879992,10,SÌ,,,,,,,,42,0,Motor,10,Minutos
327,H0255,2,11,YUCA,PARCELA 88,Puerto Plata,LuperÛn,1.5719998,25,No,Temporero,Enero,2019,No,2018,Agosto,2019,59,0,AutÛmovil,10,Minutos
826,H0259,2,11,PL√ÅTANO,LA JOYA,Puerto Plata,LuperÛn,3.1439996,50,No,Permanente,Noviembre,2019,S√≠,2016,,,48,0,Motor,5,Minutos
826,H0259,2,11,CEREZA,LA JOYA,Puerto Plata,LuperÛn,3.1439996,50,No,Permanente,Abril,2018,S√≠,2018,,,48,0,Motor,5,Minutos
736,H0260,2,11,CEREZA,LA TROCHA,Puerto Plata,Guananico,0.94319987,15,No,Permanente,Junio,2010,No,2010,,,66,0,A pie,10,Minutos
734,H0261,2,11,CEREZA,PARCELA BELLOSO ESTE,Puerto Plata,LuperÛn,0.81743991,13,No,Permanente,No recuerda,2006,No,2006,,,61,0,AutÛmovil,5,Minutos
734,H0261,2,12,CEREZA,PARCELA BELLOSO OESTE,Puerto Plata,LuperÛn,0.31439996,5,No,Permanente,No recuerda,2006,No,2006,,,61,0,AutÛmovil,5,Minutos
730,H0264,2,11,YUCA,LA JOYA,Puerto Plata,LuperÛn,2.3265598,37,No,Temporero,Noviembre,2019,No,2015,,,72,0,Motor,5,Minutos
730,H0264,2,12,PASTO,LOS CONUCOS,Puerto Plata,LuperÛn,0.62879992,10,No,Permanente,No recuerda,2000,No,2000,,,72,0,Motor,10,Minutos
698,H0268,2,11,PASTO,LA JOYA,Puerto Plata,LuperÛn,5.6591992,90,No,Permanente,No recuerda,2000,No,2000,,,51,0,A pie,1,Minutos
142,H0269,2,11,PL√ÅTANO,PARCELA,Puerto Plata,LuperÛn,4.7159996,75,No,Permanente,Diciembre,2018,No,1999,,,61,0,Motor,15,Minutos
732,H0272,2,11,PL√ÅTANO,PROYECTO AMA,Puerto Plata,LuperÛn,0.88031989,14,No,Permanente,Agosto,2019,No,2005,,,46,0,Motor,3,Minutos
731,H0273,2,11,PASTO,LOS ARQUIES,Puerto Plata,Guananico,2.0121598,32,No,Permanente,No recuerda,2005,No,2005,,,43,0,Motor,10,Minutos
744,H0276,2,11,PL√ÅTANO,LA JOYA,Puerto Plata,LuperÛn,1.6348798,26,No,Permanente,Octubre,2019,No,2000,,,49,0,A pie,10,Minutos
1094,H0280,2,11,PL√ÅTANO,EL PROYECTO,Puerto Plata,LuperÛn,2.5151997,40,No,Permanente,Septiembre,2018,No,2000,,,59,0,AutÛmovil,15,Minutos
1094,H0280,2,12,PASTO,LA BAISA,Puerto Plata,LuperÛn,11.318398,180,No,Permanente,No recuerda,2011,No,2011,,,59,0,AutÛmovil,15,Minutos
1097,H0282,2,11,CEREZA,LA DE CHAGO,Puerto Plata,LuperÛn,1.5719998,25,No,Permanente,No recuerda,2014,No,2014,,,56,1,CamiÛn / camioneta,1,Horas
825,H0284,2,11,CEREZA,BELLOSO,Puerto Plata,LuperÛn,1.1318399,18,No,Permanente,Diciembre,2009,No,2009,,,72,0,A pie,2,Minutos
806,H0286,2,11,CEREZA,LA PARCELITA,Puerto Plata,Villa Isabela,0.94319987,15,No,Permanente,Abril,2017,No,2017,,,69,0,AutÛmovil,30,Minutos
695,H0291,2,11,PL√ÅTANO,RIO NAVA,Puerto Plata,LuperÛn,0.94319987,15,No,Permanente,Enero,2019,No,1980,,,52,0,Motor,2,Minutos
695,H0291,2,12,PL√ÅTANO,EL HIGO,Puerto Plata,LuperÛn,0.62879992,10,No,Permanente,Febrero,2019,No,1980,,,52,0,Motor,4,Minutos
726,H0293,2,11,PL√ÅTANO,LA JOYA,Puerto Plata,LuperÛn,0.94319987,15,No,Permanente,Agosto,2018,No,2015,,,61,0,A pie,1,Minutos
136,H0294,2,11,PASTO,EL CORRAL,Puerto Plata,LuperÛn,11.318398,180,No,Permanente,No recuerda,1980,No,1979,,,76,0,A pie,1,Minutos
136,H0294,2,12,PASTO,LA CEYBITA,Puerto Plata,LuperÛn,18.863998,300,No,Permanente,No recuerda,1979,No,1979,,,76,0,Motor,15,Minutos
138,H0299,2,11,PASTO,EL CORRAL,Puerto Plata,LuperÛn,15.719998,250,No,Permanente,No recuerda,1969,No,1969,,,82,1,A pie,1,Minutos
124,H0305,2,11,PASTO,RANCHO MANUEL,Puerto Plata,Villa Isabela,19.178398,305,No,Permanente,No recuerda,1993,No,1993,,,47,0,Motor,7,Minutos
74,H0308,2,11,PASTO,LA FINCA,Puerto Plata,Villa Isabela,7.6713591,122,No,Permanente,No recuerda,2010,No,2010,,,63,0,AutÛmovil,10,Minutos
74,H0308,2,11,MAIZ VERDE,LA FINCA,Puerto Plata,Villa Isabela,7.6713591,122,No,Temporero,Septiembre,2019,No,2015,Noviembre,2019,63,0,AutÛmovil,10,Minutos
149,H0309,2,11,MAIZ VERDE,LA FINQUITA,Puerto Plata,Villa Isabela,1.1003999,17.5,No,Temporero,Diciembre,2019,S√≠,2008,,,50,0,AutÛmovil,6,Minutos
149,H0309,2,11,YUCA,LA FINQUITA,Puerto Plata,Villa Isabela,1.1003999,17.5,No,Temporero,Diciembre,2019,S√≠,2008,,,50,0,AutÛmovil,6,Minutos
121,H0311,2,11,MAIZ GRANO/MAZORCA,HACIENDA GOMEZ,Puerto Plata,Villa Isabela,12.575998,200,No,Temporero,Enero,2019,No,2019,Mayo,2019,65,0,Motor,5,Minutos
699,H0314,2,11,PASTO,EL CORRAL,Puerto Plata,LuperÛn,6.2879992,100,No,Permanente,No recuerda,1999,No,1997,,,60,0,A pie,10,Minutos
699,H0314,2,12,PASTO,LA LOMA,Puerto Plata,LuperÛn,13.833598,220,No,Permanente,No recuerda,1997,No,1997,,,60,0,Transporte p˙blico,1,Horas
144,H0380,2,11,PASTO,BRITO,Puerto Plata,LuperÛn,1.5719998,25,No,Permanente,No recuerda,1990,No,1990,,,52,0,Motor,2,Minutos
823,H0381,2,11,PASTO,PARCELA 1,Puerto Plata,LuperÛn,5.3447995,85,No,Permanente,No recuerda,1996,No,1996,,,52,1,AutÛmovil,5,Minutos
740,H0426,2,11,PL√ÅTANO,LA JOYA 1,Puerto Plata,LuperÛn,2.5151997,40,No,Permanente,Marzo,2019,No,2000,,,72,0,AutÛmovil,10,Minutos
814,H0430,2,11,,LA JOYA,Puerto Plata,LuperÛn,0.75455987,12,SÌ,,,,,,,,56,0,A pie,1,Horas
132,H0438,2,11,PL√ÅTANO,LA JOYA,Puerto Plata,LuperÛn,1.0060799,16,No,Permanente,Noviembre,2018,No,1990,,,48,0,A pie,5,Minutos
689,H0452,2,11,BERENJENA,LA JOYA,Puerto Plata,LuperÛn,0.62879992,10,No,Temporero,Mayo,2019,No,2000,Agosto,2019,71,0,Motor,5,Minutos
403,H0458,2,11,BATATA,BAJANASO,Puerto Plata,LuperÛn,1.8863997,30,No,Temporero,Noviembre,2019,No,2010,,,58,0,AutÛmovil,50,Minutos
63,H0478,2,11,PASTO,BOLSILLO,Puerto Plata,Imbert,9.4319992,150,No,Permanente,No recuerda,2018,No,2018,,,86,1,Motor,1,Horas
590,H0503,2,11,PASTO,LA 11,Santiago,San JosÈ de Las Matas,5.1561594,82,No,Permanente,No recuerda,1980,No,1980,,,97,0,Motor,10,Minutos
590,H0503,2,12,GUINEO,LA 12,Santiago,San JosÈ de Las Matas,0.94319987,15,No,Permanente,No recuerda,1995,No,1995,,,97,0,Motor,5,Minutos
38,H0602,2,11,PL√ÅTANO,ANA,Santiago,Licey Al Medio,0.62879992,10,No,Permanente,Marzo,2017,No,2017,,,70,0,Motor,3,Minutos
33,H0605,2,11,LIMON,FINCA JUAN,Santiago,Santiago,1.8863997,30,No,Permanente,Marzo,2017,No,2017,,,59,0,A pie,5,Minutos
769,H0608,2,11,,LOS ULERIOS,Santiago,Licey Al Medio,1.8863997,30,SÌ,,,,,,,,60,0,Motor,10,Minutos
827,H0612,2,11,TABACO,LA PARCELA,Puerto Plata,Sos˙a,9.4319992,150,No,Temporero,Noviembre,2019,No,2019,,,45,0,AutÛmovil,30,Minutos
595,H0619,2,11,PASTO,LA 11,Santiago,BisonÛ,2.2007997,35,No,Permanente,No recuerda,2001,No,2001,,,53,0,Motor,10,Minutos
997,H0622,2,11,MELON,11,Santiago,Villa Gonz·lez,2.2007997,35,No,Temporero,No recuerda,2019,No,2014,Octubre,2019,77,0,Motor,10,Minutos
998,H0651,2,11,YUCA,11,Santiago,Villa Gonz·lez,2.5151997,40,No,Temporero,No recuerda,2019,No,2015,Octubre,2019,85,0,A pie,10,Minutos
762,H0752,2,11,PASTO,EL CERRO,Santiago,Santiago,3.4583995,55,No,Permanente,Abril,2000,No,2000,,,54,0,AutÛmovil,30,Minutos
995,H0799,2,11,YUCA,11,Santiago,San JosÈ de Las Matas,8.7403193,139,No,Temporero,No recuerda,2019,No,2010,Noviembre,2019,30,0,Motor,15,Minutos
995,H0799,2,11,BERENJENA,11,Santiago,San JosÈ de Las Matas,8.7403193,139,No,Temporero,No recuerda,2019,No,2010,Agosto,2019,30,0,Motor,15,Minutos
995,H0799,2,11,HABICHUELA ROJA,11,Santiago,San JosÈ de Las Matas,8.7403193,139,No,Temporero,No recuerda,2019,No,2018,Julio,2019,30,0,Motor,15,Minutos
773,H0805,2,11,,LA GRANJA,Santiago,Licey Al Medio,0.31439996,5,No,,,,,,,,58,0,A pie,2,Minutos
773,H0805,2,12,PL√ÅTANO,LOS PLATANOS,Santiago,Licey Al Medio,0.31439996,5,No,Permanente,Octubre,2018,No,2018,,,58,0,Motor,2,Minutos
756,H0833,2,11,MAIZ GRANO/MAZORCA,TORO CENIZO,La Vega,La Vega,1.8863997,30,No,Temporero,Marzo,2019,No,1992,Julio,2019,61,0,Motor,5,Minutos
756,H0833,2,11,BATATA,TORO CENIZO,La Vega,La Vega,1.8863997,30,No,Temporero,Septiembre,2019,No,1992,0,0,61,0,Motor,5,Minutos
491,H0842,2,11,PL√ÅTANO,HOYA GRANDE,La Vega,La Vega,5.2190394,83,No,Permanente,Octubre,2019,No,1979,,,79,1,AutÛmovil,30,Minutos
485,H0844,2,21,YUCA,EL CANO,La Vega,La Vega,1.7606398,28,No,Temporero,Enero,2019,S√≠,1985,Agosto,2019,58,0,Motor,3,Minutos
485,H0844,2,21,PL√ÅTANO,EL CANO,La Vega,La Vega,1.7606398,28,No,Permanente,Octubre,2019,S√≠,1985,,,58,0,Motor,3,Minutos
455,H0848,2,11,PL√ÅTANO,HOJA,La Vega,La Vega,1.8863997,30,No,Permanente,Enero,2019,No,2000,,,67,0,A pie,5,Minutos
557,H0849,2,11,BERENJENAS CHINAS,SABANETA 1,La Vega,La Vega,0.62879992,10,No,Temporero,Enero,2019,No,1980,Marzo,2019,79,0,A pie,2,Minutos
634,H0850,2,21,AJ√ç,MATANZA,La Vega,La Vega,0.31439996,5,No,Temporero,Enero,2019,S√≠,2009,Febrero,2019,59,0,Motor,5,Minutos
634,H0850,2,21,BERENJENAS CHINAS,MATANZA,La Vega,La Vega,0.31439996,5,No,Temporero,Marzo,2019,S√≠,2009,Febrero,2019,59,0,Motor,5,Minutos
634,H0850,2,21,BERENJENA,MATANZA,La Vega,La Vega,0.31439996,5,No,Temporero,Febrero,2019,S√≠,2009,Febrero,2019,59,0,Motor,5,Minutos
554,H0852,2,11,PL√ÅTANO,EL PINITO,La Vega,La Vega,1.1318399,18,No,Permanente,Abril,2019,No,1992,,,77,0,A pie,1,Minutos
489,H0854,2,21,MELON INDU,SABANETA,La Vega,La Vega,2.2007997,35,No,Temporero,Octubre,2019,S√≠,2011,,,41,0,Motor,5,Minutos
489,H0854,2,21,TINDORA,SABANETA,La Vega,La Vega,2.2007997,35,No,Permanente,Abril,2019,S√≠,2011,,,41,0,Motor,5,Minutos
636,H0859,2,11,PASTO,JIMAYA ARRIBA,La Vega,La Vega,16.348799,260,No,Permanente,No recuerda,1995,No,1995,,,55,1,A pie,1,Minutos
636,H0859,2,11,YUCA,JIMAYA ARRIBA,La Vega,La Vega,16.348799,260,No,Temporero,Julio,2019,No,1995,,,55,1,A pie,1,Minutos
636,H0859,2,11,AGUACATE,JIMAYA ARRIBA,La Vega,La Vega,16.348799,260,No,Permanente,No recuerda,1995,S√≠,1995,,,55,1,A pie,1,Minutos
636,H0859,2,11,LIMON,JIMAYA ARRIBA,La Vega,La Vega,16.348799,260,No,Permanente,No recuerda,1995,S√≠,1995,,,55,1,A pie,1,Minutos
636,H0859,2,11,PL√ÅTANO,JIMAYA ARRIBA,La Vega,La Vega,16.348799,260,No,Permanente,No recuerda,1995,No,1995,,,55,1,A pie,1,Minutos
636,H0859,2,11,MANGO,JIMAYA ARRIBA,La Vega,La Vega,16.348799,260,No,Permanente,No recuerda,1995,S√≠,1995,,,55,1,A pie,1,Minutos
753,H0883,2,11,PEPINO,LOS VELAQUITOS,La Vega,La Vega,1.9492798,31,No,Temporero,Octubre,2019,No,2002,Diciembre,2019,51,0,A pie,1,Minutos
753,H0883,2,11,AJ√ç,LOS VELAQUITOS,La Vega,La Vega,1.9492798,31,No,Temporero,Junio,2019,No,2000,0,0,51,0,A pie,1,Minutos
753,H0883,2,11,TOMATE ENSALADA,LOS VELAQUITOS,La Vega,La Vega,1.9492798,31,No,Temporero,Septiembre,2019,No,1995,Noviembre,2019,51,0,A pie,1,Minutos
610,H0902,2,11,YUCA,LA PARCELA,MonseÒor Nouel,Piedra Blanca,1.2575998,20,No,Temporero,Marzo,2019,No,2000,Septiembre,2019,62,0,Motor,5,Minutos
603,H0913,2,11,GUANABANA,EL 77,MonseÒor Nouel,Piedra Blanca,1.5719998,25,No,Permanente,No recuerda,2016,No,2016,,,48,0,Bicicleta,15,Minutos
59,H0938,2,11,PL√ÅTANO,LA CUEVA,Hermanas Mirabal,Salcedo,3.7727995,60,No,Permanente,Diciembre,2017,No,2000,,,45,0,Motor,20,Minutos
56,H0939,2,11,AUYAMA,CARIDAD,Hermanas Mirabal,Tenares,3.4583995,55,No,Temporero,Abril,2019,No,2016,Agosto,2019,67,0,A pie,0,Minutos
58,H0940,2,11,AUYAMA,LOS ARACENES,Hermanas Mirabal,Tenares,2.8295996,45,No,Temporero,Mayo,2019,No,2017,Septiembre,2019,67,0,A pie,0,Minutos
57,H0944,2,11,CILANTRO VERDE,LOREN,Hermanas Mirabal,Salcedo,0.44015995,7,No,Temporero,Febrero,2019,No,2016,Abril,2019,59,0,A pie,0,Minutos
588,H0945,2,11,PL√ÅTANO,SAN JOSE,Hermanas Mirabal,Salcedo,0.94319987,15,No,Permanente,No recuerda,2018,No,2000,,,54,0,A pie,0,Minutos
248,H0951,2,11,PASTO,ANON,DajabÛn,Partido,14.147998,225,No,Permanente,Febrero,2010,No,2019,,,52,0,A pie,15,Minutos
836,H0954,2,11,PASTO,TAWIKE,DajabÛn,Partido,14.022238,223,No,Permanente,Marzo,2017,No,2017,,,64,0,Motor,10,Minutos
836,H0954,2,12,PASTO,EL LLANO,DajabÛn,Partido,18.863998,300,No,Permanente,Abril,2018,No,2013,,,64,0,Motor,30,Minutos
839,H0956,2,11,PASTO,HATICO VIEJO,DajabÛn,Partido,19.618557,312,No,Permanente,Febrero,2018,No,2018,,,70,0,AutÛmovil,20,Minutos
21,H0957,2,11,PASTO,LOS INDIOS,DajabÛn,Partido,12.575998,200,No,Permanente,Marzo,2017,No,2017,,,88,0,Motor,20,Minutos
421,H0959,2,11,PASTO,EL LLANO,DajabÛn,Partido,15.719998,250,No,Permanente,No recuerda,1996,No,1996,,,58,0,Motor,30,Minutos
421,H0959,2,12,PASTO,AMINILLA,DajabÛn,Partido,9.4319992,150,No,Permanente,Marzo,2018,No,2016,,,58,0,Motor,30,Minutos
423,H0961,2,11,PASTO,LA DE BATE,DajabÛn,Partido,22.007998,350,No,Permanente,No recuerda,1989,No,1989,,,68,1,Motor,30,Minutos
423,H0961,2,11,PASTO,LA DE BATE,DajabÛn,Partido,22.007998,350,No,Permanente,Marzo,2019,No,2015,,,68,1,Motor,30,Minutos
425,H0962,2,11,PASTO,BUEN GUSTO,DajabÛn,Partido,1.7606398,28,No,Permanente,Marzo,2018,No,2018,,,66,0,A pie,5,Minutos
425,H0962,2,11,PASTO,BUEN GUSTO,DajabÛn,Partido,1.7606398,28,No,Permanente,No recuerda,1990,No,1990,,,66,0,A pie,5,Minutos
18,H0963,2,11,PASTO,LA GALLINA,DajabÛn,Partido,2.3265598,37,No,Permanente,No recuerda,2011,No,2011,,,54,0,Transporte p˙blico,10,Minutos
18,H0963,2,12,PASTO,LOS CERROS,DajabÛn,Partido,5.3447995,85,No,Permanente,No recuerda,1985,No,1985,,,54,0,Transporte p˙blico,20,Minutos
18,H0963,2,13,PASTO,PARTIDO ARRIBA,DajabÛn,Partido,0.47159994,7.5,No,Permanente,No recuerda,2012,No,2012,,,54,0,Transporte p˙blico,0,Minutos
19,H0965,2,11,PASTO,LA GORRA,DajabÛn,Partido,8.0486393,128,No,Permanente,Marzo,2015,No,1996,,,63,0,Motor,5,Minutos
19,H0965,2,11,YUCA,LA GORRA,DajabÛn,Partido,8.0486393,128,No,Temporero,Junio,2019,No,2018,Diciembre,2019,63,0,Motor,5,Minutos
242,H0966,2,11,PASTO,LLANO,DajabÛn,Partido,6.2879992,100,No,Permanente,Marzo,2018,No,2018,,,50,0,A pie,1,Minutos
246,H0969,2,11,PASTO,EL LLANO,DajabÛn,Partido,7.9228787,126,No,Permanente,No recuerda,2002,No,2002,,,59,0,Motor,5,Minutos
246,H0969,2,12,,ARQUISES,DajabÛn,Partido,5.9735994,95,SÌ,,,,,,,,59,0,Motor,10,Minutos
246,H0969,2,13,,BAMBUSAS,DajabÛn,Partido,12.575998,200,SÌ,,,,,,,,59,0,Motor,10,Minutos
422,H0971,2,11,GUANDUL,LA CANCA,DajabÛn,Partido,1.5719998,25,No,Temporero,Junio,2019,No,1995,Diciembre,2019,63,1,A pie,15,Minutos
422,H0971,2,11,PASTO,LA CANCA,DajabÛn,Partido,1.5719998,25,No,Permanente,Marzo,2017,No,1995,,,63,1,A pie,15,Minutos
422,H0971,2,12,PASTO,LOS CERROS,DajabÛn,Partido,1.1318399,18,No,Permanente,Marzo,2017,No,1995,,,63,1,A pie,15,Minutos
419,H0972,2,11,PASTO,RODEO,DajabÛn,Partido,2.5780797,41,No,Permanente,Septiembre,2019,No,2018,,,62,0,A pie,2,Minutos
244,H0974,2,11,PASTO,RODEO,DajabÛn,Partido,3.7727995,60,No,Permanente,Abril,2015,No,2015,,,51,0,Motor,10,Minutos
245,H0975,2,11,PASTO,RODEO MI CASA,DajabÛn,Partido,9.8092785,156,No,Permanente,Marzo,2015,No,2015,,,64,0,A pie,0,Minutos
426,H0978,2,11,PASTO,PABELLON I,DajabÛn,Partido,5.0303993,80,No,Permanente,Febrero,2018,No,2018,,,51,0,A pie,0,Minutos
426,H0978,2,12,PASTO,PABELLON II,DajabÛn,Partido,2.8295996,45,No,Permanente,No recuerda,2008,No,2008,,,51,0,A pie,0,Minutos
426,H0978,2,13,PASTO,LOS CERROS,DajabÛn,Partido,6.2879992,100,No,Permanente,No recuerda,1981,No,1981,,,51,0,Motor,5,Minutos
428,H0979,2,11,PASTO,BOHUCO,DajabÛn,Partido,8.1743994,130,No,Permanente,Marzo,2019,No,2016,,,59,0,Motor,2,Minutos
20,H0980,2,11,PASTO,LA GALLINA,DajabÛn,Partido,6.9167991,110,No,Permanente,Marzo,2016,No,2016,,,48,0,Motor,15,Minutos
427,H0982,2,11,SANDIA,LOS CERROS,DajabÛn,Partido,1.5719998,25,No,Temporero,Septiembre,2019,No,2002,Diciembre,2019,55,0,Motor,25,Minutos
