nform,cuest_id,time,parcela,cultivo,nombre_parcela,provparcela_cod,munparcela_cod,superf_parcela_has,superficie_parcela,descanso_sino,temporary_crop,month_siembra,year_siembra,mixto_sino,since_siembra,month_harvest,year_harvest,age,female_head,transporte,tiempo_cant,tiempo_um
183,H1672,2,11,LIMON,JORQUERA,Azua,Padre Las Casas,5.0303993,80,No,Permanente,Mayo,2018,No,2014,,,63,0,Motor,10,Minutos
183,H1672,2,11,GUANDUL,JORQUERA,Azua,Padre Las Casas,5.0303993,80,No,Temporero,Marzo,2019,S√≠,2019,Noviembre,2019,63,0,Motor,10,Minutos
174,H1677,2,11,,LA MESETA,Azua,Padre Las Casas,3.1439996,50,SÌ,,,,,,,,42,0,Motor,20,Minutos
182,H1678,2,11,AGUACATE,FINCA LOS PATIO,Azua,Padre Las Casas,15.468478,246,No,Permanente,Abril,2002,S√≠,2002,,,70,0,AutÛmovil,1,Horas
182,H1678,2,11,PASTO,FINCA LOS PATIO,Azua,Padre Las Casas,15.468478,246,No,Permanente,No recuerda,1996,No,1996,,,70,0,AutÛmovil,1,Horas
182,H1678,2,11,CAF√â,FINCA LOS PATIO,Azua,Padre Las Casas,15.468478,246,No,Permanente,Marzo,1996,S√≠,1996,,,70,0,AutÛmovil,1,Horas
180,H1680,2,11,AGUACATE,LOS PALMARITOS,Azua,Padre Las Casas,1.5719998,25,No,Permanente,Abril,2012,S√≠,2012,,,66,0,Motor,30,Minutos
180,H1680,2,11,CAF√â,LOS PALMARITOS,Azua,Padre Las Casas,1.5719998,25,No,Permanente,Abril,2015,S√≠,2015,,,66,0,Motor,30,Minutos
520,H1681,2,11,LIMON,LA ARENA,Azua,Padre Las Casas,0.37727994,6,No,Permanente,Agosto,2015,No,2015,,,52,0,Motor,20,Minutos
90,H1683,2,11,LIMON,FINCA PALERO,Azua,Padre Las Casas,12.575998,200,No,Permanente,Abril,2016,No,2016,,,52,0,AutÛmovil,5,Minutos
90,H1683,2,11,AGUACATE,FINCA PALERO,Azua,Padre Las Casas,12.575998,200,No,Permanente,Abril,2016,No,2016,,,52,0,AutÛmovil,5,Minutos
524,H1695,2,11,LIMON,MONTE HAITA,Azua,Padre Las Casas,1.8863997,30,No,Permanente,Abril,2017,No,2017,,,33,0,Motor,30,Minutos
524,H1695,2,11,AGUACATE,MONTE HAITA,Azua,Padre Las Casas,1.8863997,30,No,Permanente,Mayo,2016,No,2016,,,33,0,Motor,30,Minutos
930,H1704,2,11,AGUACATE,EL PINAL,Azua,Peralta,1.8863997,30,No,Permanente,Octubre,2019,S√≠,2019,,,51,0,Motor,1,Horas
930,H1704,2,11,HABICHUELA NEGRA,EL PINAL,Azua,Peralta,1.8863997,30,No,Temporero,Abril,2019,S√≠,1991,Diciembre,2019,51,0,Motor,1,Horas
930,H1704,2,11,GUANDUL,EL PINAL,Azua,Peralta,1.8863997,30,No,Temporero,Abril,2019,S√≠,1991,Diciembre,2019,51,0,Motor,1,Horas
930,H1704,2,11,CAF√â,EL PINAL,Azua,Peralta,1.8863997,30,No,Permanente,No recuerda,2019,S√≠,2019,,,51,0,Motor,1,Horas
929,H1712,2,11,LIMON,LAS LAGUNAS,Azua,Peralta,4.4015994,70,No,Permanente,Agosto,2019,No,2019,,,47,0,CamiÛn / camioneta,30,Minutos
929,H1712,2,12,AGUACATE,EL CHAMPAN,Azua,Peralta,6.2879992,100,No,Permanente,No recuerda,2017,No,2004,,,47,0,CamiÛn / camioneta,35,Minutos
929,H1712,2,12,CAF√â,EL CHAMPAN,Azua,Peralta,6.2879992,100,No,Permanente,Octubre,2018,No,1984,,,47,0,CamiÛn / camioneta,35,Minutos
917,H1713,2,11,HABICHUELA ROJA,LA VEREDA,Azua,Peralta,1.8863997,30,No,Temporero,Marzo,2019,No,2004,Junio,2019,53,0,AutÛmovil,30,Minutos
1153,H1758,2,11,GUANDUL,HIGUERITO,Azua,Azua,2.5151997,40,No,Temporero,Febrero,2019,No,2019,Agosto,2019,49,0,Motor,30,Minutos
934,H1817,2,11,CAF√â,GUAYUYAR 1,Azua,Las Charcas,3.4583995,55,No,Permanente,Febrero,2017,No,1979,,,50,0,Motor,1,Horas
1027,H1972,2,11,PL√ÅTANO,GUAZUMAL,ElÌas PiÒa,Comendador,1.8863997,30,No,Permanente,Diciembre,2019,No,2019,,,55,0,Transporte p˙blico,10,Minutos
1027,H1972,2,12,MAIZ GRANO/MAZORCA,CAIME,ElÌas PiÒa,Comendador,10.060799,160,No,Temporero,Agosto,2019,S√≠,2003,Diciembre,2019,55,0,Transporte p˙blico,10,Minutos
1027,H1972,2,12,MANI,CAIME,ElÌas PiÒa,Comendador,10.060799,160,No,Temporero,Agosto,2019,S√≠,2003,Diciembre,2019,55,0,Transporte p˙blico,10,Minutos
387,H1973,2,11,GUANDUL,LOS VOTAOS,ElÌas PiÒa,Comendador,2.5151997,40,No,Temporero,Junio,2019,No,1940,0,0,87,0,Animal,30,Minutos
387,H1973,2,11,YUCA,LOS VOTAOS,ElÌas PiÒa,Comendador,2.5151997,40,No,Temporero,Marzo,2019,No,1940,0,0,87,0,Animal,30,Minutos
387,H1973,2,12,YUCA,EL PINO,ElÌas PiÒa,Comendador,1.8863997,30,No,Temporero,Marzo,2019,No,1940,0,0,87,0,Animal,30,Minutos
387,H1973,2,12,GUANDUL,EL PINO,ElÌas PiÒa,Comendador,1.8863997,30,No,Temporero,Junio,2019,No,1940,Diciembre,2019,87,0,Animal,30,Minutos
394,H1978,2,11,,RABO DURO,ElÌas PiÒa,Comendador,1.8863997,30,SÌ,,,,,,,,34,0,Motor,10,Minutos
1029,H1984,2,11,AJ√ç,RABO DURO,ElÌas PiÒa,Comendador,1.8863997,30,No,Temporero,Agosto,2019,No,2014,Diciembre,2019,32,0,A pie,10,Minutos
351,H1998,2,11,MAIZ GRANO/MAZORCA,LA RANCHO,ElÌas PiÒa,Hondo Valle,1.2575998,20,No,Temporero,Agosto,2019,S√≠,1980,Noviembre,2019,74,0,A pie,10,Minutos
351,H1998,2,11,GUANDUL,LA RANCHO,ElÌas PiÒa,Hondo Valle,1.2575998,20,No,Temporero,Agosto,2019,S√≠,1985,0,0,74,0,A pie,10,Minutos
351,H1998,2,12,MAIZ GRANO/MAZORCA,GAJO MO—O,ElÌas PiÒa,Hondo Valle,5.0303993,80,No,Temporero,Agosto,2019,S√≠,1990,Noviembre,2019,74,0,Animal,1,Horas
351,H1998,2,12,GUANDUL,GAJO MO—O,ElÌas PiÒa,Hondo Valle,5.0303993,80,No,Temporero,Agosto,2019,S√≠,1990,0,0,74,0,Animal,1,Horas
352,H2009,2,11,GUANDUL,LAS NARANJAS,ElÌas PiÒa,Hondo Valle,1.5719998,25,No,Temporero,Marzo,2019,S√≠,1970,Diciembre,2019,68,0,Animal,2,Horas
352,H2009,2,11,MAIZ GRANO/MAZORCA,LAS NARANJAS,ElÌas PiÒa,Hondo Valle,1.5719998,25,No,Temporero,Marzo,2019,S√≠,1970,Noviembre,2019,68,0,Animal,2,Horas
352,H2009,2,12,CAF√â,LA MESETA,ElÌas PiÒa,Hondo Valle,2.5151997,40,No,Permanente,No recuerda,1970,No,1970,,,68,0,Animal,30,Minutos
641,H2020,2,11,,MATAYAYA,San Juan,BohechÌo,1.8863997,30,SÌ,,,,,,,,84,0,Animal,30,Minutos
1034,H2021,2,11,TABACO,ESTRELLITA,San Juan,Las Matas de Farf·n,25.151997,400,No,Temporero,Octubre,2019,No,2019,,,62,0,AutÛmovil,25,Minutos
1034,H2021,2,11,PASTO,ESTRELLITA,San Juan,Las Matas de Farf·n,25.151997,400,No,Permanente,No recuerda,1974,No,1974,,,62,0,AutÛmovil,25,Minutos
640,H2022,2,11,GUANDUL,LA CERRITA 1,San Juan,Las Matas de Farf·n,1.5719998,25,No,Temporero,Agosto,2019,S√≠,1995,0,0,49,0,Motor,20,Minutos
640,H2022,2,11,MAIZ GRANO/MAZORCA,LA CERRITA 1,San Juan,Las Matas de Farf·n,1.5719998,25,No,Temporero,Agosto,2019,S√≠,1995,Diciembre,2019,49,0,Motor,20,Minutos
640,H2022,2,12,GUANDUL,LA CERRITA 2,San Juan,Las Matas de Farf·n,1.1318399,18,No,Temporero,Agosto,2019,S√≠,2000,0,0,49,0,Motor,20,Minutos
640,H2022,2,12,MAIZ GRANO/MAZORCA,LA CERRITA 2,San Juan,Las Matas de Farf·n,1.1318399,18,No,Temporero,Agosto,2019,S√≠,2000,Diciembre,2019,49,0,Motor,20,Minutos
378,H2023,2,11,PASTO,EL HOYO,San Juan,Las Matas de Farf·n,31.439997,500,No,Permanente,Agosto,2019,No,2018,,,64,0,A pie,10,Minutos
378,H2023,2,11,PASTO,EL HOYO,San Juan,Las Matas de Farf·n,31.439997,500,No,Permanente,Agosto,2019,No,2018,,,64,0,A pie,10,Minutos
378,H2023,2,11,PASTO,EL HOYO,San Juan,Las Matas de Farf·n,31.439997,500,No,Permanente,No recuerda,1980,No,1980,,,64,0,A pie,10,Minutos
376,H2024,2,11,MAIZ GRANO/MAZORCA,CUMBEO,San Juan,Las Matas de Farf·n,3.1439996,50,No,Temporero,Diciembre,2019,No,1980,,,60,0,AutÛmovil,5,Minutos
376,H2024,2,11,PASTO,CUMBEO,San Juan,Las Matas de Farf·n,3.1439996,50,No,Permanente,No recuerda,2008,No,2008,,,60,0,AutÛmovil,5,Minutos
376,H2024,2,12,PASTO,RINCON,San Juan,Las Matas de Farf·n,5.6591992,90,No,Permanente,No recuerda,2005,No,2005,,,60,0,AutÛmovil,15,Minutos
374,H2025,2,11,PASTO,EL BATEY,San Juan,Las Matas de Farf·n,3.1439996,50,No,Permanente,No recuerda,1980,No,1980,,,55,0,AutÛmovil,30,Minutos
374,H2025,2,12,GUANDUL,BARRERO 1,San Juan,Las Matas de Farf·n,0.31439996,5,No,Temporero,Agosto,2019,S√≠,2019,0,0,55,0,AutÛmovil,30,Minutos
374,H2025,2,12,MAIZ GRANO/MAZORCA,BARRERO 1,San Juan,Las Matas de Farf·n,0.31439996,5,No,Temporero,Agosto,2015,S√≠,2015,Noviembre,2019,55,0,AutÛmovil,30,Minutos
381,H2030,2,11,,LA 11,ElÌas PiÒa,Comendador,1.8863997,30,SÌ,,,,,,,,29,0,Motor,20,Minutos
391,H2031,2,11,,MEDULINA,ElÌas PiÒa,El Llano,1.2575998,20,SÌ,,,,,,,,48,1,Motor,10,Minutos
257,H2086,2,11,AGUACATE,EL COCO,San Juan,San Juan,2.1379197,34,No,Permanente,No recuerda,2015,No,2015,,,65,0,Motor,25,Minutos
258,H2102,2,11,ARROZ,LA MIGAJA I,San Juan,Juan de Herrera,1.3204799,21,No,Temporero,Junio,2019,No,2019,Octubre,2019,66,0,Motor,10,Minutos
258,H2102,2,11,MAIZ VERDE,LA MIGAJA I,San Juan,Juan de Herrera,1.3204799,21,No,Temporero,Septiembre,2019,No,2019,Noviembre,2019,66,0,Motor,10,Minutos
377,H2116,2,11,MAIZ GRANO/MAZORCA,LA PIEDRA,San Juan,Las Matas de Farf·n,6.4766393,103,No,Temporero,Febrero,2019,No,1980,,,62,0,AutÛmovil,10,Minutos
1004,H2132,2,11,PASTO,LA 11,San Juan,Las Matas de Farf·n,12.575998,200,No,Permanente,Febrero,2019,No,2019,,,80,0,AutÛmovil,3.5,Horas
1033,H2136,2,11,CEBOLLA,PALO AMARGO 1,San Juan,Las Matas de Farf·n,6.6652789,106,No,Temporero,Enero,2019,No,2012,Abril,2019,44,0,Transporte p˙blico,20,Minutos
372,H2138,2,11,HABICHUELA ROJA,NAJONAL,San Juan,Las Matas de Farf·n,2.2007997,35,No,Temporero,Noviembre,2019,No,2000,,,40,0,Motor,10,Minutos
1053,H2150,2,11,HABICHUELA NEGRA,EL PAPAYO,San Juan,Vallejuelo,2.0121598,32,No,Temporero,Septiembre,2019,No,2003,Diciembre,2019,57,0,Motor,30,Minutos
1039,H2159,2,11,,SABANA GRANDE,San Juan,Vallejuelo,2.2007997,35,SÌ,,,,,,,,27,0,Motor,15,Minutos
1070,H2199,2,11,AJ√ç,LA VEREDA,San Juan,Vallejuelo,3.1439996,50,No,Temporero,Septiembre,2019,No,1998,Enero,2020,37,0,Motor,10,Minutos
1070,H2199,2,11,MAIZ GRANO/MAZORCA,LA VEREDA,San Juan,Vallejuelo,3.1439996,50,No,Temporero,Marzo,2019,No,1998,Julio,2019,37,0,Motor,10,Minutos
1037,H2200,2,11,HABICHUELA NEGRA,OTRO LADO,San Juan,Vallejuelo,1.5719998,25,No,Temporero,Septiembre,2019,No,2006,Diciembre,2019,28,0,Motor,25,Minutos
1040,H2203,2,11,MAIZ GRANO/MAZORCA,EL OTRO LADO,San Juan,Vallejuelo,1.5719998,25,No,Temporero,Abril,2019,No,1990,Agosto,2019,82,0,A pie,30,Minutos
1040,H2203,2,11,CEBOLLA,EL OTRO LADO,San Juan,Vallejuelo,1.5719998,25,No,Temporero,Enero,2019,No,1990,Marzo,2019,82,0,A pie,30,Minutos
1040,H2203,2,11,HABICHUELA NEGRA,EL OTRO LADO,San Juan,Vallejuelo,1.5719998,25,No,Temporero,Septiembre,2019,No,1990,Diciembre,2019,82,0,A pie,30,Minutos
1041,H2204,2,11,YUCA,AGUA DE LA PALMA,San Juan,Vallejuelo,2.2007997,35,No,Temporero,Enero,2019,No,1999,Noviembre,2019,61,0,Motor,20,Minutos
1067,H2206,2,11,MAIZ GRANO/MAZORCA,SABANA GRANDE,San Juan,Vallejuelo,2.5151997,40,No,Temporero,Marzo,2019,No,1990,Julio,2019,63,0,Motor,10,Minutos
1067,H2206,2,11,HABICHUELA NEGRA,SABANA GRANDE,San Juan,Vallejuelo,2.5151997,40,No,Temporero,Septiembre,2019,No,1990,Diciembre,2019,63,0,Motor,10,Minutos
1066,H2208,2,11,MAIZ GRANO/MAZORCA,LOS PINOS,San Juan,Vallejuelo,5.3447995,85,No,Temporero,Marzo,2019,No,2003,Julio,2019,50,0,A pie,45,Minutos
1066,H2208,2,11,HABICHUELA NEGRA,LOS PINOS,San Juan,Vallejuelo,5.3447995,85,No,Temporero,Septiembre,2019,No,2003,Diciembre,2019,50,0,A pie,45,Minutos
1071,H2209,2,11,TOMATE INDUSTRIAL,OTRO LADO,San Juan,Vallejuelo,4.0871997,65,No,Temporero,Enero,2019,No,2009,Abril,2019,63,0,A pie,15,Minutos
1071,H2209,2,11,HABICHUELA NEGRA,OTRO LADO,San Juan,Vallejuelo,4.0871997,65,No,Temporero,Septiembre,2019,No,2005,Diciembre,2019,63,0,A pie,15,Minutos
1046,H2210,2,11,CEBOLLA,SABANA GRANDE,San Juan,Vallejuelo,2.8924797,46,No,Temporero,Diciembre,2019,No,1970,0,0,45,1,Motor,20,Minutos
1046,H2210,2,11,APIO,SABANA GRANDE,San Juan,Vallejuelo,2.8924797,46,No,Temporero,Marzo,2019,No,2018,Junio,2019,45,1,Motor,20,Minutos
1046,H2210,2,11,CILANTRO VERDE,SABANA GRANDE,San Juan,Vallejuelo,2.8924797,46,No,Temporero,Septiembre,2019,No,1970,Noviembre,2019,45,1,Motor,20,Minutos
1056,H2212,2,11,HABICHUELA NEGRA,EL OTRO LADO,San Juan,Vallejuelo,1.5091197,24,No,Temporero,Septiembre,2019,No,1997,Diciembre,2019,61,0,A pie,20,Minutos
1056,H2212,2,11,MAIZ GRANO/MAZORCA,EL OTRO LADO,San Juan,Vallejuelo,1.5091197,24,No,Temporero,Marzo,2019,No,1997,Junio,2019,61,0,A pie,20,Minutos
1054,H2213,2,11,MAIZ GRANO/MAZORCA,SABANA GRANDE,San Juan,Vallejuelo,2.0121598,32,No,Temporero,Marzo,2019,No,1970,Julio,2019,41,0,Motor,15,Minutos
1054,H2213,2,11,HABICHUELA NEGRA,SABANA GRANDE,San Juan,Vallejuelo,2.0121598,32,No,Temporero,Septiembre,2019,No,1970,Diciembre,2019,41,0,Motor,15,Minutos
1049,H2214,2,11,HABICHUELA ROJA,LA VEREDA,San Juan,Vallejuelo,2.2007997,35,No,Temporero,Septiembre,2019,No,1990,Diciembre,2019,40,0,Motor,15,Minutos
