,ID,patca,geometry,tStart,tEnd,tBreak,numObs
106,404311,0,"POLYGON ((-70.73280699999999 18.615951, -70.73294199999999 18.616247, -70.733253 18.616232, -70.733351 18.616116, -70.733791 18.616067, -70.73390000000001 18.616016, -70.734133 18.615939, -70.734059 18.615759, -70.734003 18.615568, -70.73385500000001 18.61543, -70.73366900000001 18.615342, -70.733464 18.615313, -70.733259 18.615345, -70.733075 18.615437, -70.73293 18.615578, -70.732837 18.615755, -70.73280699999999 18.615951))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,140
107,404512,1,"POLYGON ((-70.89595799999999 18.752177, -70.895993 18.752372, -70.896089 18.752547, -70.896238 18.752686, -70.896424 18.752773, -70.896629 18.752802, -70.896834 18.752769, -70.897018 18.752678, -70.89716300000001 18.752536, -70.897255 18.752359, -70.89728599999999 18.752163, -70.897251 18.751968, -70.897155 18.751793, -70.897006 18.751654, -70.89682000000001 18.751567, -70.896615 18.751538, -70.89641 18.751571, -70.896226 18.751662, -70.896081 18.751804, -70.895989 18.751981, -70.89595799999999 18.752177))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,127
108,405511,1,"POLYGON ((-71.60971000000001 18.921813, -71.609746 18.922008, -71.609843 18.922183, -71.60999200000001 18.92232, -71.610178 18.922408, -71.610384 18.922436, -71.610589 18.922402, -71.61077299999999 18.922309, -71.610917 18.922168, -71.611009 18.92199, -71.61103799999999 18.921794, -71.611003 18.921599, -71.610906 18.921425, -71.61075700000001 18.921287, -71.61057 18.9212, -71.610365 18.921172, -71.61015999999999 18.921205, -71.609976 18.921298, -71.609831 18.92144, -71.60974 18.921617, -71.60971000000001 18.921813))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,124
109,407812,1,"POLYGON ((-70.87874600000001 18.746058, -70.878781 18.746253, -70.878877 18.746428, -70.879026 18.746566, -70.879212 18.746654, -70.879417 18.746683, -70.879622 18.74665, -70.879806 18.746559, -70.87995100000001 18.746417, -70.880043 18.74624, -70.88007399999999 18.746044, -70.880039 18.745849, -70.879943 18.745674, -70.879794 18.745536, -70.879608 18.745448, -70.879403 18.745419, -70.879198 18.745452, -70.879014 18.745543, -70.87886899999999 18.745685, -70.878777 18.745862, -70.87874600000001 18.746058))",2011-01-01 15:01:56.470,2019-12-17 15:09:03.062,,144
110,408011,0,"POLYGON ((-70.91183100000001 18.732488, -70.911866 18.732683, -70.911962 18.732858, -70.912111 18.732997, -70.912297 18.733085, -70.912502 18.733114, -70.912707 18.733081, -70.912891 18.732989, -70.91303600000001 18.732847, -70.913128 18.73267, -70.91315899999999 18.732475, -70.913124 18.732279, -70.913028 18.732104, -70.912879 18.731966, -70.912693 18.731878, -70.912488 18.731849, -70.912283 18.731882, -70.912099 18.731974, -70.91195399999999 18.732115, -70.911862 18.732292, -70.91183100000001 18.732488))",2011-01-01 15:01:56.470,2019-12-01 15:09:04.969,2019-12-17 15:09:03.062,133
111,408411,0,"POLYGON ((-70.960419 18.729776, -70.960454 18.730006, -70.960449 18.73008, -70.96119299999999 18.730033, -70.961524 18.72971, -70.96166100000001 18.729551, -70.961838 18.729382, -70.96136799999999 18.729292, -70.961185 18.729344, -70.96110299999999 18.7291, -70.961027 18.728861, -70.96110899999999 18.727802, -70.960187 18.727782, -70.960402 18.728239, -70.960419 18.729776))",2011-01-01 15:01:56.470,2012-06-28 15:03:17.530,2012-07-14 15:03:32.340,23
111,408411,0,"POLYGON ((-70.960419 18.729776, -70.960454 18.730006, -70.960449 18.73008, -70.96119299999999 18.730033, -70.961524 18.72971, -70.96166100000001 18.729551, -70.961838 18.729382, -70.96136799999999 18.729292, -70.961185 18.729344, -70.96110299999999 18.7291, -70.961027 18.728861, -70.96110899999999 18.727802, -70.960187 18.727782, -70.960402 18.728239, -70.960419 18.729776))",2012-08-15 15:03:54.120,2014-08-13 15:08:49.240,2014-08-21 15:06:23.620,34
111,408411,0,"POLYGON ((-70.960419 18.729776, -70.960454 18.730006, -70.960449 18.73008, -70.96119299999999 18.730033, -70.961524 18.72971, -70.96166100000001 18.729551, -70.961838 18.729382, -70.96136799999999 18.729292, -70.961185 18.729344, -70.96110299999999 18.7291, -70.961027 18.728861, -70.96110899999999 18.727802, -70.960187 18.727782, -70.960402 18.728239, -70.960419 18.729776))",2014-08-21 15:06:23.620,2019-12-17 15:09:03.062,,97
112,115011,0,"POLYGON ((-70.490774 19.218874, -70.491361 19.218954, -70.49212300000001 19.218848, -70.49230300000001 19.218257, -70.49177 19.218241, -70.49147499999999 19.218176, -70.49139700000001 19.218538, -70.490771 19.218455, -70.490774 19.218874))",2011-01-17 15:02:04.340,2019-12-10 15:02:53.413,2019-12-17 15:09:03.062,204
113,141221,0,"POLYGON ((-70.670123 19.226859, -70.670282 19.227058, -70.67072400000001 19.227034, -70.67128099999999 19.227044, -70.67140000000001 19.226823, -70.67081399999999 19.226653, -70.67074 19.226624, -70.670483 19.226651, -70.67026300000001 19.226678, -70.67001500000001 19.226586, -70.669887 19.226447, -70.669572 19.226495, -70.669411 19.226671, -70.669533 19.2268, -70.670123 19.226859))",2011-01-17 15:02:04.340,2019-11-15 15:09:06.559,2019-12-01 15:09:04.969,114
114,141421,0,"POLYGON ((-70.650621 19.225124, -70.65116500000001 19.225399, -70.651432 19.225301, -70.651537 19.225211, -70.651877 19.225143, -70.65188499999999 19.225038, -70.65185099999999 19.224843, -70.651754 19.224667, -70.651448 19.224772, -70.651033 19.224776, -70.650621 19.225124))",2011-01-17 15:02:04.340,2019-12-01 15:09:04.969,2019-12-17 15:09:03.062,115
115,166011,0,"POLYGON ((-70.402492 19.352811, -70.40252599999999 19.353006, -70.40262199999999 19.353182, -70.402771 19.353321, -70.402957 19.353409, -70.40316300000001 19.353438, -70.403369 19.353406, -70.403554 19.353315, -70.4037 19.353174, -70.40379299999999 19.352997, -70.403824 19.352801, -70.40379 19.352606, -70.403694 19.35243, -70.40354499999999 19.352291, -70.40335899999999 19.352203, -70.403153 19.352174, -70.402947 19.352206, -70.402762 19.352297, -70.40261599999999 19.352438, -70.402523 19.352615, -70.402492 19.352811))",2011-01-01 15:01:32.560,2019-12-26 15:02:49.962,,301
116,166211,0,"POLYGON ((-70.430099 19.35177, -70.430454 19.351493, -70.429785 19.351344, -70.429919 19.351033, -70.42975 19.350969, -70.429614 19.35109, -70.42923 19.351058, -70.42919999999999 19.351238, -70.42898 19.351295, -70.42849 19.351319, -70.428476 19.351414, -70.429197 19.351498, -70.429312 19.351437, -70.429671 19.351569, -70.430099 19.35177))",2011-02-18 15:02:13.370,2019-12-26 15:02:49.962,,230
117,215811,0,"POLYGON ((-71.01904500000001 19.674792, -71.01908 19.674986, -71.019177 19.675162, -71.01932600000001 19.6753, -71.019513 19.675388, -71.01972000000001 19.675416, -71.019926 19.675383, -71.020111 19.675291, -71.020257 19.67515, -71.020349 19.674972, -71.02037900000001 19.674776, -71.02034399999999 19.674582, -71.020247 19.674406, -71.020098 19.674268, -71.01991099999999 19.67418, -71.019704 19.674152, -71.019498 19.674185, -71.019313 19.674277, -71.019167 19.674418, -71.019075 19.674596, -71.01904500000001 19.674792))",2011-04-23 15:01:57.950,2019-12-17 15:08:39.158,,119
118,217211,0,"POLYGON ((-71.033923 19.651751, -71.033933 19.652549, -71.033799 19.653155, -71.034644 19.653355, -71.03498500000001 19.651963, -71.033923 19.651751))",2011-01-17 15:01:40.430,2014-08-13 15:08:25.330,2014-08-29 15:08:26.570,51
118,217211,0,"POLYGON ((-71.033923 19.651751, -71.033933 19.652549, -71.033799 19.653155, -71.034644 19.653355, -71.03498500000001 19.651963, -71.033923 19.651751))",2014-09-14 15:08:30.440,2016-05-14 15:07:54.560,2016-05-30 15:08:01.210,25
118,217211,0,"POLYGON ((-71.033923 19.651751, -71.033933 19.652549, -71.033799 19.653155, -71.034644 19.653355, -71.03498500000001 19.651963, -71.033923 19.651751))",2016-05-30 15:08:01.210,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,45
119,226111,0,"POLYGON ((-71.27039000000001 19.479266, -71.270425 19.479461, -71.270522 19.479636, -71.270672 19.479774, -71.270859 19.479861, -71.27106499999999 19.47989, -71.27127 19.479856, -71.271455 19.479764, -71.271601 19.479622, -71.271693 19.479445, -71.27172299999999 19.479249, -71.271687 19.479054, -71.27159 19.478879, -71.271441 19.478741, -71.271254 19.478654, -71.271047 19.478626, -71.270842 19.478659, -71.270657 19.478751, -71.270512 19.478893, -71.27042 19.47907, -71.27039000000001 19.479266))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,129
120,226811,0,"POLYGON ((-71.436588 19.430216, -71.436623 19.430411, -71.43672100000001 19.430586, -71.43687 19.430724, -71.437057 19.430811, -71.437263 19.430839, -71.43746899999999 19.430806, -71.437653 19.430713, -71.437799 19.430572, -71.43789099999999 19.430394, -71.43792000000001 19.430198, -71.43788499999999 19.430004, -71.437787 19.429829, -71.43763800000001 19.429691, -71.437451 19.429603, -71.437245 19.429575, -71.437039 19.429609, -71.43685499999999 19.429701, -71.43670899999999 19.429843, -71.436617 19.430021, -71.436588 19.430216))",2011-01-01 15:01:56.470,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,126
121,260511,0,"POLYGON ((-71.42429300000001 19.493632, -71.423727 19.493474, -71.423417 19.493808, -71.423846 19.494002, -71.424089 19.494083, -71.42429 19.494156, -71.424646 19.494365, -71.424717 19.49419, -71.42480999999999 19.494059, -71.42473099999999 19.493941, -71.42501900000001 19.493607, -71.42429300000001 19.493632))",2011-04-23 15:01:57.950,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,116
122,260713,0,"POLYGON ((-71.443399 19.533741, -71.445052 19.533689, -71.445127 19.53242, -71.444413 19.532275, -71.443787 19.532179, -71.443535 19.532242, -71.443457 19.532642, -71.443399 19.533741))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,136
123,261211,0,"POLYGON ((-71.28230600000001 19.468203, -71.282495 19.468485, -71.282613 19.468772, -71.282713 19.468498, -71.283002 19.46774, -71.28332899999999 19.467013, -71.28286300000001 19.466802, -71.28264799999999 19.467393, -71.282595 19.467508, -71.28251 19.467617, -71.28230600000001 19.468203))",2011-01-01 15:01:32.560,2014-01-17 15:09:30.670,2014-02-02 15:09:24.650,49
123,261211,0,"POLYGON ((-71.28230600000001 19.468203, -71.282495 19.468485, -71.282613 19.468772, -71.282713 19.468498, -71.283002 19.46774, -71.28332899999999 19.467013, -71.28286300000001 19.466802, -71.28264799999999 19.467393, -71.282595 19.467508, -71.28251 19.467617, -71.28230600000001 19.468203))",2014-02-02 15:09:24.650,2015-12-06 15:08:29.730,2015-12-22 15:08:30.400,24
123,261211,0,"POLYGON ((-71.28230600000001 19.468203, -71.282495 19.468485, -71.282613 19.468772, -71.282713 19.468498, -71.283002 19.46774, -71.28332899999999 19.467013, -71.28286300000001 19.466802, -71.28264799999999 19.467393, -71.282595 19.467508, -71.28251 19.467617, -71.28230600000001 19.468203))",2015-12-22 15:08:30.400,2018-07-07 15:07:28.520,2018-07-23 15:07:35.180,37
123,261211,0,"POLYGON ((-71.28230600000001 19.468203, -71.282495 19.468485, -71.282613 19.468772, -71.282713 19.468498, -71.283002 19.46774, -71.28332899999999 19.467013, -71.28286300000001 19.466802, -71.28264799999999 19.467393, -71.282595 19.467508, -71.28251 19.467617, -71.28230600000001 19.468203))",2018-07-23 15:07:35.180,2019-12-17 15:08:39.158,,31
124,261711,0,"POLYGON ((-71.312731 19.527247, -71.312406 19.526972, -71.312044 19.527219, -71.312735 19.527484, -71.312871 19.527875, -71.313479 19.527704, -71.31388 19.527568, -71.313132 19.526736, -71.31291299999999 19.526645, -71.312933 19.526841, -71.31287 19.527033, -71.312731 19.527247))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,132
125,265411,0,"POLYGON ((-71.39112299999999 19.5533, -71.392025 19.553118, -71.39242 19.553074, -71.391829 19.55145, -71.391156 19.55204, -71.391294 19.552348, -71.391109 19.55267, -71.39112299999999 19.5533))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,131
126,270212,0,"POLYGON ((-71.469371 19.492719, -71.469407 19.492913, -71.469504 19.493088, -71.46965400000001 19.493226, -71.469841 19.493313, -71.47004699999999 19.493341, -71.470253 19.493308, -71.470437 19.493215, -71.47058199999999 19.493074, -71.470674 19.492896, -71.470704 19.4927, -71.470669 19.492506, -71.47057100000001 19.492331, -71.470422 19.492193, -71.470234 19.492106, -71.470028 19.492077, -71.46982300000001 19.492111, -71.469638 19.492204, -71.469493 19.492345, -71.469401 19.492523, -71.469371 19.492719))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,122
127,305511,1,"POLYGON ((-70.63496000000001 19.422001, -70.63512799999999 19.421997, -70.63526 19.42212, -70.635667 19.422222, -70.635755 19.422048, -70.635904 19.421987, -70.63606 19.421438, -70.63560699999999 19.421391, -70.635493 19.421681, -70.634478 19.421556, -70.634398 19.421965, -70.634939 19.422115, -70.63496000000001 19.422001))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,115
128,305921,1,"POLYGON ((-70.60828600000001 19.424418, -70.608891 19.424444, -70.60955800000001 19.421386, -70.60894399999999 19.421267, -70.60828600000001 19.424418))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,115
129,309111,0,"POLYGON ((-70.867332 19.576916, -70.867811 19.576911, -70.86809599999999 19.576399, -70.868394 19.576382, -70.868528 19.576015, -70.867842 19.57574, -70.867332 19.576916))",2011-02-02 15:01:45.730,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,146
130,310111,0,"POLYGON ((-71.053622 19.857209, -71.053421 19.857289, -71.053498 19.857753, -71.05389599999999 19.857754, -71.05505100000001 19.857524, -71.055639 19.857367, -71.05520300000001 19.857016, -71.05488800000001 19.856766, -71.054745 19.856664, -71.054259 19.856639, -71.053758 19.856743, -71.053622 19.857209))",2011-02-02 15:01:45.730,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,127
131,310611,1,"POLYGON ((-71.036191 19.854876, -71.03782699999999 19.854717, -71.03768700000001 19.854032, -71.0361 19.85419, -71.036191 19.854876))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,122
132,311511,0,"POLYGON ((-70.539411 19.410516, -70.540307 19.410741, -70.54049000000001 19.409954, -70.539676 19.409692, -70.539411 19.410516))",2011-01-01 15:01:32.560,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,119
133,312121,0,"POLYGON ((-70.52019 19.443396, -70.520056 19.444265, -70.522147 19.444677, -70.522289 19.4442, -70.522475 19.444209, -70.52252 19.443785, -70.52019 19.443396))",2011-01-01 15:01:32.560,2012-04-02 14:56:40.930,2012-05-11 15:03:02.880,23
133,312121,0,"POLYGON ((-70.52019 19.443396, -70.520056 19.444265, -70.522147 19.444677, -70.522289 19.4442, -70.522475 19.444209, -70.52252 19.443785, -70.52019 19.443396))",2012-05-11 15:03:02.880,2013-09-03 15:04:16.700,2013-09-04 15:04:37.080,19
133,312121,0,"POLYGON ((-70.52019 19.443396, -70.520056 19.444265, -70.522147 19.444677, -70.522289 19.4442, -70.522475 19.444209, -70.52252 19.443785, -70.52019 19.443396))",2013-09-19 15:04:03.090,2019-12-17 15:08:39.158,,110
134,312711,1,"POLYGON ((-71.035236 19.855253, -71.036157 19.855167, -71.035993 19.854242, -71.035045 19.854438, -71.035236 19.855253))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,130
135,312811,0,"POLYGON ((-71.052573 19.855206, -71.053466 19.855862, -71.055452 19.855736, -71.053551 19.854414, -71.052573 19.855206))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,125
136,318311,1,"POLYGON ((-71.02915900000001 19.854967, -71.029968 19.855025, -71.02999800000001 19.854802, -71.028707 19.85461, -71.028291 19.855411, -71.0287 19.85585, -71.029 19.855397, -71.02915900000001 19.854967))",2011-01-17 15:01:40.430,2012-09-16 15:03:48.420,2012-10-02 15:03:58.780,23
136,318311,1,"POLYGON ((-71.02915900000001 19.854967, -71.029968 19.855025, -71.02999800000001 19.854802, -71.028707 19.85461, -71.028291 19.855411, -71.0287 19.85585, -71.029 19.855397, -71.02915900000001 19.854967))",2012-10-18 15:04:08.250,2019-12-17 15:08:39.158,,104
137,322211,1,"POLYGON ((-70.793025 19.53476, -70.79306 19.534955, -70.79315699999999 19.53513, -70.793306 19.535268, -70.793493 19.535356, -70.793699 19.535385, -70.793905 19.535352, -70.79409 19.535261, -70.794236 19.535119, -70.79432799999999 19.534942, -70.794359 19.534746, -70.794324 19.534551, -70.79422700000001 19.534376, -70.794078 19.534238, -70.793891 19.53415, -70.793685 19.534121, -70.793479 19.534154, -70.793294 19.534245, -70.793148 19.534387, -70.79305600000001 19.534564, -70.793025 19.53476))",2011-02-02 15:01:45.730,2013-10-21 15:04:25.050,2013-10-29 15:10:28.780,24
137,322211,1,"POLYGON ((-70.793025 19.53476, -70.79306 19.534955, -70.79315699999999 19.53513, -70.793306 19.535268, -70.793493 19.535356, -70.793699 19.535385, -70.793905 19.535352, -70.79409 19.535261, -70.794236 19.535119, -70.79432799999999 19.534942, -70.794359 19.534746, -70.794324 19.534551, -70.79422700000001 19.534376, -70.794078 19.534238, -70.793891 19.53415, -70.793685 19.534121, -70.793479 19.534154, -70.793294 19.534245, -70.793148 19.534387, -70.79305600000001 19.534564, -70.793025 19.53476))",2013-11-06 15:04:30.140,2019-12-17 15:08:39.158,,90
138,322821,0,"POLYGON ((-70.48011099999999 19.416764, -70.48063500000001 19.416319, -70.480221 19.416141, -70.479387 19.415738, -70.479232 19.415871, -70.47968899999999 19.416155, -70.47952600000001 19.416492, -70.48011099999999 19.416764))",2011-01-01 15:01:32.560,2019-12-17 15:08:39.158,2019-12-26 15:02:49.962,236
139,324521,0,"POLYGON ((-70.50764700000001 19.430193, -70.509339 19.430858, -70.509553 19.430317, -70.50798399999999 19.429705, -70.50764700000001 19.430193))",2011-01-17 15:01:40.430,2019-12-17 15:08:39.158,,250
140,325812,0,"POLYGON ((-70.58007600000001 19.49201, -70.580111 19.492205, -70.580207 19.49238, -70.58035599999999 19.492519, -70.58054300000001 19.492607, -70.580749 19.492636, -70.580955 19.492604, -70.58114 19.492512, -70.58128600000001 19.492371, -70.581379 19.492194, -70.58141000000001 19.491998, -70.58137499999999 19.491803, -70.58102700000001 19.491851, -70.581086 19.491458, -70.580943 19.491401, -70.580737 19.491372, -70.58053099999999 19.491404, -70.58034600000001 19.491496, -70.5802 19.491637, -70.580107 19.491814, -70.58007600000001 19.49201))",2011-02-02 15:01:45.730,2019-12-17 15:08:39.158,,114
141,326611,1,"POLYGON ((-70.597418 19.39146, -70.597452 19.391655, -70.597548 19.39183, -70.597697 19.391969, -70.59788399999999 19.392057, -70.59809 19.392086, -70.598296 19.392054, -70.59848100000001 19.391962, -70.59862699999999 19.391821, -70.59872 19.391644, -70.59875 19.391448, -70.598716 19.391253, -70.598619 19.391078, -70.598471 19.390939, -70.59828400000001 19.390851, -70.598078 19.390822, -70.597872 19.390854, -70.59768699999999 19.390946, -70.59754100000001 19.391087, -70.597448 19.391264, -70.597418 19.39146))",2011-01-17 15:01:40.430,2019-12-01 15:08:41.065,2019-12-17 15:08:39.158,113
