cuest_id_b,cuest_id,time,parcela,cultivo,temporary_crop,age,gender,superf_parcela_has,Y,X,provparcela_cod,munparcela_cod,month_siembra,year_siembra,since_siembra,month_harvest,year_harvest,VP_HA,treat_status_fu,patca
2705,H0981,0. Baseline,21,pasto,0,47,Male,4.5273595,19.50469,-71.545891,dajabón,partido,junio,2011,2010,,,0,0. Pure Control,0
2707,H0956,0. Baseline,12,pasto,0,63,Male,4.7159996,19.505619,-71.550606,dajabón,partido,no recuerda,2006,2002,,,0,0. Pure Control,0
2707,H0956,0. Baseline,11,pasto,0,63,Male,19.618557,19.50555,-71.550667,dajabón,partido,mayo,2006,2002,,,0,0. Pure Control,0
2708,H0972,0. Baseline,11,pasto,0,55,Male,3.7727995,19.53018,-71.45266700000001,dajabón,partido,septiembre,2010,2000,,,0,0. Pure Control,0
2711,H0954,0. Baseline,11,pasto,0,57,Male,7.545599,19.53014,-71.54415899999999,dajabón,partido,no recuerda,1980,2002,,,0,0. Pure Control,0
2711,H0954,0. Baseline,12,pasto,0,57,Male,14.022238,19.530159,-71.54415899999999,dajabón,partido,julio,2010,2002,,,0,0. Pure Control,0
2712,H0957,0. Baseline,11,pasto,0,80,Male,16.600317,19.50001,-71.579376,dajabón,loma de cabrera,no recuerda,1982,1982,,,0,0. Pure Control,0
2768,H0980,0. Baseline,11,pasto,0,41,Male,5.0303993,19.50901,-71.545036,dajabón,partido,mayo,2011,2007,,,1658.938354492188,0. Pure Control,0
2768,H0980,0. Baseline,12,pasto,0,41,Male,6.036479,19.50922,-71.544968,dajabón,partido,mayo,2010,1997,,,1658.938354492188,0. Pure Control,0
2768,H0980,0. Baseline,11,yuca,1,41,Male,5.0303993,19.50901,-71.545036,dajabón,partido,mayo,2011,1990,diciembre,2011,1658.938354492188,0. Pure Control,0
2768,H0980,0. Baseline,12,yuca,1,41,Male,6.036479,19.50922,-71.544968,dajabón,partido,diciembre,2011,1990,noviembre,2012,1658.938354492188,0. Pure Control,0
2768,H0980,0. Baseline,11,pasto,0,41,Male,5.0303993,19.50901,-71.545036,dajabón,partido,junio,2009,2007,,,1658.938354492188,0. Pure Control,0
2769,H0966,0. Baseline,11,pasto,0,41,Male,12.827518,19.5277,-71.504807,dajabón,partido,no recuerda,no recuerda,no recuerda,,,7576.421875,0. Pure Control,0
2769,H0966,0. Baseline,11,tomate ensalada,1,41,Male,12.827518,19.5277,-71.504807,dajabón,partido,octubre,2011,1999,enero,2012,7576.421875,0. Pure Control,0
2769,H0966,0. Baseline,11,sandia,1,41,Male,12.827518,19.5277,-71.504807,dajabón,partido,octubre,2011,1999,enero,2012,7576.421875,0. Pure Control,0
2769,H0966,0. Baseline,11,berenjena,1,41,Male,12.827518,19.5277,-71.504807,dajabón,partido,octubre,2011,1999,enero,2012,7576.421875,0. Pure Control,0
2771,H0961,0. Baseline,12,pasto,0,62,Male,.44015995,19.46372,-71.541611,dajabón,partido,octubre,2009,1987,,,377.0314636230469,0. Pure Control,0
2771,H0961,0. Baseline,11,pasto,0,62,Male,18.612478,19.56122,-71.554489,dajabón,partido,junio,2007,1987,,,377.0314636230469,0. Pure Control,0
2771,H0961,0. Baseline,11,pasto,0,62,Male,18.612478,19.56122,-71.554489,dajabón,partido,no recuerda,1987,1987,,,377.0314636230469,0. Pure Control,0
2772,H0979,0. Baseline,11,pasto,0,52,Male,4.4015994,19.5604,-71.53733099999999,dajabón,partido,no recuerda,1980,1980,,,0,0. Pure Control,0
2773,H0989,0. Baseline,11,pasto,0,32,Male,10.500958,19.475939,-71.504288,dajabón,partido,no recuerda,2010,2010,,,0,0. Pure Control,0
2774,H0962,0. Baseline,11,pasto,0,59,Male,1.3833598,19.47588,-71.504425,dajabón,partido,no recuerda,1996,1996,,,0,0. Pure Control,0
2843,H1009,0. Baseline,11,arroz,1,66,Female,18.863998,19.333319,-71.72135900000001,dajabón,restauracion,julio,2011,2005,octubre,2011,3280.173645019531,0. Pure Control,0
2843,H1009,0. Baseline,11,yuca,1,66,Female,18.863998,19.333319,-71.72135900000001,dajabón,restauracion,marzo,2011,2005,diciembre,2011,3280.173645019531,0. Pure Control,0
2843,H1009,0. Baseline,11,pasto,0,66,Female,18.863998,19.333319,-71.72135900000001,dajabón,restauracion,noviembre,2011,2011,,,3280.173645019531,0. Pure Control,0
2911,H1163,0. Baseline,11,,0,49,Male,.94319987,19.786821,-71.622347,monte cristi,san fernando montecristi,,,,,,0,0. Pure Control,0
2914,H0988,0. Baseline,13,pasto,0,53,Male,9.1175985,19.441469,-71.478928,dajabón,el pino,no recuerda,2009,1998,,,0,0. Pure Control,0
2914,H0988,0. Baseline,14,pasto,0,53,Male,13.393438,19.450449,-71.479477,dajabón,el pino,no recuerda,2011,1998,,,0,0. Pure Control,0
2914,H0988,0. Baseline,12,pasto,0,53,Male,1.6977597,19.439569,-71.476707,dajabón,el pino,no recuerda,2009,1998,,,0,0. Pure Control,0
2914,H0988,0. Baseline,11,pasto,0,53,Male,8.8031988,19.438929,-71.496887,dajabón,el pino,no recuerda,1998,1998,,,0,0. Pure Control,0
2919,H1124,0. Baseline,21,,0,49,Male,1.8863997,19.656133,-71.027343,valverde,maizal,,,,,,0,0. Pure Control,0
2920,H1123,0. Baseline,21,guineo,0,52,Male,1.8863997,19.656112,-71.02733000000001,valverde,maizal,mayo,2011,2011,,,0,0. Pure Control,0
3055,H0605,0. Baseline,13,pasto,0,51,Male,.31439996,19.427655,-70.61919899999999,santiago,licey al medio,febrero,2002,2002,,,1885.1572265625,3. Treated Beneficiaries,1
3055,H0605,0. Baseline,12,,0,51,Male,.50303996,19.428365,-70.617025,santiago,licey al medio,,,,,,1885.1572265625,3. Treated Beneficiaries,1
3055,H0605,0. Baseline,11,plátano,0,51,Male,1.1947198,19.421964,-70.63533099999999,santiago,licey al medio,septiembre,2010,2010,,,1885.1572265625,3. Treated Beneficiaries,1
3056,H0622,0. Baseline,11,tomate industrial,1,70,Male,2.3265598,19.544158,-70.773385,santiago,villa gonzalez,octubre,2011,2008,enero,2012,6479.507202148438,3. Treated Beneficiaries,1
3056,H0622,0. Baseline,11,melon,1,70,Male,2.3265598,19.544158,-70.773385,santiago,villa gonzalez,marzo,2011,2008,junio,2011,6479.507202148438,3. Treated Beneficiaries,1
3056,H0622,0. Baseline,11,tomate industrial,1,70,Male,2.3265598,19.544158,-70.773385,santiago,villa gonzalez,marzo,2011,2008,junio,2011,6479.507202148438,3. Treated Beneficiaries,1
3056,H0622,0. Baseline,11,melon,1,70,Male,2.3265598,19.544158,-70.773385,santiago,villa gonzalez,octubre,2011,2008,enero,2012,6479.507202148438,3. Treated Beneficiaries,1
3059,H0598,0. Baseline,21,plátano,0,61,Male,9.4319992,19.424403,-70.60901200000001,santiago,licey al medio,septiembre,2008,2008,,,4882.55712890625,3. Treated Beneficiaries,1
3064,H0648,0. Baseline,11,,0,61,Male,1.4462398,19.540077,-70.79137,santiago,villa bisono navarrete,,,,,,0,1. Contaminated Control,0
3066,H0649,0. Baseline,11,habichuela negra,1,76,Male,1.3204799,19.511011,-70.69891699999999,santiago,villa gonzalez,octubre,2011,1984,enero,2012,10125.98718261719,1. Contaminated Control,0
3066,H0649,0. Baseline,11,cebolla,1,76,Male,1.3204799,19.511011,-70.69891699999999,santiago,villa gonzalez,julio,2011,1996,octubre,2011,10125.98718261719,1. Contaminated Control,0
3069,H0651,0. Baseline,11,tabaco,1,77,Male,1.2575998,19.458625,-70.675365,santiago,villa bisono navarrete,noviembre,2011,1986,abril,2012,5174.7568359375,2. Intended Beneficiaries,1
3071,H0486,0. Baseline,21,chinola,0,43,Male,5.0303993,19.489452,-70.669652,santiago,tamboril,octubre,2011,2011,,,0,0. Pure Control,0
3079,H0083,0. Baseline,11,pasto,0,43,Male,2.5151997,19.669685,-70.36463999999999,espaillat,gaspar hernandez,no recuerda,2002,2002,,,0,2. Intended Beneficiaries,1
3088,H0153,0. Baseline,11,,0,73,Male,1.2575998,19.394108,-70.55745899999999,espaillat,moca,,,,,,0,0. Pure Control,0
3088,H0153,0. Baseline,12,,0,73,Male,.44015995,19.401528,-70.55583300000001,espaillat,moca,,,,,,0,0. Pure Control,0
3090,H0612,0. Baseline,11,,0,48,Male,2.8295996,19.526313,-70.804149,santiago,villa gonzalez,,,,,,0,2. Intended Beneficiaries,1
3091,H0630,0. Baseline,11,tabaco,1,64,Male,1.2575998,19.577316,-70.868375,santiago,villa bisono navarrete,noviembre,2011,1978,abril,2012,4241.60400390625,1. Contaminated Control,0
3093,H0620,0. Baseline,11,tabaco,1,64,Male,.62879992,19.577367,-70.868313,santiago,villa bisono navarrete,octubre,2011,1978,marzo,2012,4117.18359375,1. Contaminated Control,0
3101,H0281,0. Baseline,11,yuca,1,55,Male,1.5719998,19.856601,-71.054034,puerto plata,villa isabela,enero,2011,1997,septiembre,2011,3642.123779296875,1. Contaminated Control,0
3102,H0251,0. Baseline,11,ají,1,42,Male,1.5719998,19.870113,-71.069412,puerto plata,villa isabela,mayo,2011,2011,0,0,429.8158569335938,3. Treated Beneficiaries,1
3103,H0272,0. Baseline,11,plátano,0,39,Male,.88031989,19.848955,-71.034357,puerto plata,villa isabela,mayo,2010,2007,,,2827.736083984375,3. Treated Beneficiaries,1
3104,H0307,0. Baseline,21,,0,24,Male,1.5719998,19.830977,-71.16703200000001,puerto plata,villa isabela,,,,,,0,3. Treated Beneficiaries,1
3105,H0308,0. Baseline,11,pasto,0,56,Male,7.6713591,19.841818,-71.060158,puerto plata,villa isabela,diciembre,2010,2009,,,0,3. Treated Beneficiaries,1
3106,H0255,0. Baseline,11,yuca,1,52,Male,1.5719998,19.854653,-71.03615600000001,puerto plata,villa isabela,enero,2011,1999,agosto,2011,1462.882080078125,2. Intended Beneficiaries,1
3115,H0157,0. Baseline,22,plátano,0,57,Male,2.7038395,19.400257,-70.548322,espaillat,moca,marzo,2003,1996,,,11706.17553710938,0. Pure Control,0
3115,H0157,0. Baseline,21,plátano,0,57,Male,2.4523196,19.411885,-70.537537,espaillat,moca,febrero,2003,1994,,,11706.17553710938,0. Pure Control,0
3115,H0157,0. Baseline,11,tabaco,1,57,Male,2.0750396,19.410179,-70.53961200000001,espaillat,moca,enero,2011,1975,abril,2011,11706.17553710938,0. Pure Control,0
3115,H0157,0. Baseline,11,habichuela roja,1,57,Male,2.0750396,19.410179,-70.53961200000001,espaillat,moca,marzo,2011,1996,julio,2011,11706.17553710938,0. Pure Control,0
3121,H0160,0. Baseline,21,yuca,1,46,Male,1.8863997,19.44372,-70.522221,espaillat,moca,febrero,2011,2003,diciembre,2011,5655.4716796875,0. Pure Control,0
3122,H0150,0. Baseline,11,plátano,0,57,Male,.37727994,19.392992,-70.56028000000001,espaillat,moca,marzo,2011,1970,,,0,0. Pure Control,0
3125,H0309,0. Baseline,11,plátano,0,43,Male,1.0689598,19.845718,-71.057986,puerto plata,villa isabela,octubre,2008,2008,,,7540.62890625,3. Treated Beneficiaries,1
3126,H0264,0. Baseline,12,pasto,0,65,Male,1.5719998,19.812097,-70.994175,puerto plata,luperon,octubre,1997,1997,,,3732.611572265625,3. Treated Beneficiaries,1
3126,H0264,0. Baseline,11,plátano,0,65,Male,2.5151997,19.815397,-70.994339,puerto plata,luperon,octubre,2008,2008,,,3732.611572265625,3. Treated Beneficiaries,1
3126,H0264,0. Baseline,11,pasto,0,65,Male,2.5151997,19.815397,-70.994339,puerto plata,luperon,febrero,2011,1997,,,3732.611572265625,3. Treated Beneficiaries,1
3127,H0269,0. Baseline,11,yuca,1,54,Male,4.7159996,19.854517,-71.036073,puerto plata,luperon,febrero,2011,2007,octubre,2011,2259.172607421875,3. Treated Beneficiaries,1
3127,H0269,0. Baseline,11,plátano,0,54,Male,4.7159996,19.854517,-71.036073,puerto plata,luperon,mayo,2011,2002,,,2259.172607421875,3. Treated Beneficiaries,1
3128,H0257,0. Baseline,11,yuca,1,44,Male,2.2007997,19.855895,-71.054553,puerto plata,luperon,marzo,2011,2000,octubre,2011,4683.219543457031,1. Contaminated Control,0
3128,H0257,0. Baseline,11,ají,1,44,Male,2.2007997,19.855895,-71.054553,puerto plata,luperon,abril,2011,2011,julio,2011,4683.219543457031,1. Contaminated Control,0
3130,H0273,0. Baseline,11,pasto,0,37,Male,3.7727995,19.890525,-70.969421,puerto plata,luperon,no recuerda,1992,1992,,,0,3. Treated Beneficiaries,1
3135,H0311,0. Baseline,11,pasto,0,48,Male,12.575998,19.848343,-71.058477,puerto plata,villa isabela,octubre,1997,1997,,,0,2. Intended Beneficiaries,1
3139,H0314,0. Baseline,11,pasto,0,53,Male,6.6023993,19.845183,-71.09666199999999,puerto plata,villa isabela,noviembre,1993,1993,,,0,3. Treated Beneficiaries,1
3139,H0314,0. Baseline,12,pasto,0,53,Male,2.3265598,19.844476,-71.095462,puerto plata,villa isabela,noviembre,2005,1993,,,0,3. Treated Beneficiaries,1
3139,H0314,0. Baseline,21,pasto,0,53,Male,5.9735994,19.842879,-71.09998299999999,puerto plata,villa isabela,noviembre,2007,1993,,,0,3. Treated Beneficiaries,1
3140,H0305,0. Baseline,11,pasto,0,45,Male,19.178398,19.816608,-71.190628,puerto plata,villa isabela,julio,2011,2011,,,0,3. Treated Beneficiaries,1
3140,H0305,0. Baseline,12,,0,45,Male,.88031989,19.827747,-71.17570000000001,puerto plata,villa isabela,,,,,,0,3. Treated Beneficiaries,1
3140,H0305,0. Baseline,14,,0,45,Male,.69167989,19.84361,-71.20741,puerto plata,villa isabela,,,,,,0,3. Treated Beneficiaries,1
3140,H0305,0. Baseline,13,pasto,0,45,Male,16.034397,19.603542,-71.402012,monte cristi,guaybin,no recuerda,2011,2011,,,0,3. Treated Beneficiaries,1
3140,H0305,0. Baseline,11,plátano,0,45,Male,19.178398,19.816608,-71.190628,puerto plata,villa isabela,julio,2011,2011,,,0,3. Treated Beneficiaries,1
3141,H0312,0. Baseline,12,pasto,0,45,Male,31.439997,19.823997,-71.07162599999999,puerto plata,villa isabela,octubre,2005,1999,,,0,1. Contaminated Control,0
3141,H0312,0. Baseline,11,pasto,0,45,Male,11.318398,19.836315,-71.08594600000001,puerto plata,villa isabela,octubre,1999,1999,,,0,1. Contaminated Control,0
3153,H0134,0. Baseline,21,melon indu,1,33,Male,.62879992,19.444792,-70.577854,espaillat,moca,mayo,2011,2011,mayo,2011,13573.13232421875,0. Pure Control,0
3153,H0134,0. Baseline,21,melon indu,1,33,Male,.62879992,19.444792,-70.577854,espaillat,moca,febrero,2011,2011,agosto,2011,13573.13232421875,0. Pure Control,0
3155,H0128,0. Baseline,21,batata,1,53,Male,2.2636797,19.441659,-70.568966,espaillat,moca,abril,2011,2011,enero,2012,9897.07568359375,0. Pure Control,0
3155,H0128,0. Baseline,21,batata,1,53,Male,2.2636797,19.441659,-70.568966,espaillat,moca,octubre,2011,2011,agosto,2011,9897.07568359375,0. Pure Control,0
3157,H0155,0. Baseline,21,,0,41,Male,2.5151997,19.398432,-70.57930899999999,espaillat,moca,,,,,,0,0. Pure Control,0
3159,H0148,0. Baseline,11,plátano,0,38,Male,1.0060799,19.402562,-70.565725,espaillat,moca,enero,2011,2010,,,0,0. Pure Control,0
3161,H0149,0. Baseline,21,plátano,0,57,Male,2.8924797,19.403155,-70.569496,espaillat,moca,mayo,2002,1994,,,1413.868041992188,0. Pure Control,0
3163,H0167,0. Baseline,12,plátano,0,51,Male,1.5091197,19.405811,-70.564705,espaillat,moca,mayo,2010,2010,,,1696.641479492188,0. Pure Control,0
3163,H0167,0. Baseline,11,pasto,0,51,Male,6.2879992,19.365777,-70.50559,espaillat,moca,mayo,2010,2010,,,1696.641479492188,0. Pure Control,0
3168,H0145,0. Baseline,12,batata,1,59,Male,1.6348798,19.406655,-70.57192000000001,santiago,licey al medio,septiembre,2011,2010,febrero,2012,5582.96533203125,0. Pure Control,0
3168,H0145,0. Baseline,11,,0,59,Male,4.1500793,19.390899,-70.57975,espaillat,moca,,,,,,5582.96533203125,0. Pure Control,0
3173,H0752,0. Baseline,11,,0,47,Male,1.6977597,19.302261,-70.851682,santiago,pedro garcia,,,,,,0,2. Intended Beneficiaries,1
3179,H0293,0. Baseline,11,auyama,1,84,Female,1.8863997,19.819866,-70.989842,puerto plata,luperon,octubre,2011,2011,febrero,2012,942.57861328125,2. Intended Beneficiaries,1
3179,H0293,0. Baseline,21,plátano,0,84,Female,2.5151997,19.818452,-70.992009,puerto plata,luperon,noviembre,2009,2009,,,942.57861328125,2. Intended Beneficiaries,1
3180,H0260,0. Baseline,11,pasto,0,59,Male,.94319987,19.823502,-71.012337,puerto plata,villa isabela,enero,2011,2011,,,0,2. Intended Beneficiaries,1
3182,H0286,0. Baseline,11,batata,1,62,Male,1.5719998,19.848177,-71.0347,puerto plata,villa isabela,noviembre,2011,2005,marzo,2012,4524.37744140625,3. Treated Beneficiaries,1
3183,H0283,0. Baseline,12,yuca,1,55,Male,1.2575998,19.844526,-71.04449099999999,puerto plata,villa isabela,diciembre,2011,2006,octubre,2012,7557.021728515625,3. Treated Beneficiaries,1
3183,H0283,0. Baseline,14,ají,1,55,Male,.37727994,19.855169,-71.054818,puerto plata,villa isabela,diciembre,2011,2007,julio,2012,7557.021728515625,3. Treated Beneficiaries,1
3183,H0283,0. Baseline,11,yuca,1,55,Male,1.4462398,19.854802,-71.030102,puerto plata,villa isabela,noviembre,2011,2006,julio,2012,7557.021728515625,3. Treated Beneficiaries,1
3183,H0283,0. Baseline,13,batata,1,55,Male,.81743991,19.848287,-71.043958,puerto plata,villa isabela,noviembre,2011,2006,abril,2012,7557.021728515625,3. Treated Beneficiaries,1
3183,H0283,0. Baseline,31,,0,55,Male,1.2575998,19.850727,-71.04418800000001,puerto plata,villa isabela,,,,,,7557.021728515625,3. Treated Beneficiaries,1
3186,H0254,0. Baseline,11,,0,72,Male,1.2575998,19.815224,-70.994214,puerto plata,villa isabela,,,,,,0,3. Treated Beneficiaries,1
3187,H0284,0. Baseline,11,cereza,0,64,Male,.94319987,19.8285,-71.013699,puerto plata,villa isabela,abril,1999,1999,,,10179.8486328125,3. Treated Beneficiaries,1
3188,H0261,0. Baseline,11,cereza,0,54,Male,.81743991,19.8386,-71.024368,puerto plata,villa isabela,diciembre,2000,1999,,,807.9246000000001,3. Treated Beneficiaries,1
3188,H0261,0. Baseline,12,cereza,0,54,Male,1.1318399,19.837363,-71.012287,puerto plata,villa isabela,noviembre,2009,2009,,,807.9246000000001,3. Treated Beneficiaries,1
3188,H0261,0. Baseline,13,chinola,0,54,Male,1.1318399,19.828547,-71.013614,puerto plata,villa isabela,diciembre,2008,2008,,,807.9246000000001,3. Treated Beneficiaries,1
3189,H0259,0. Baseline,11,plátano,0,41,Male,3.1439996,19.834648,-71.00523800000001,puerto plata,villa isabela,noviembre,2010,1990,,,12009.44421386719,3. Treated Beneficiaries,1
3212,H0606,0. Baseline,21,tindora,0,54,Male,.62879992,19.435397,-70.616793,santiago,licey al medio,junio,2010,2010,,,2221.343994140625,2. Intended Beneficiaries,1
3213,H0593,0. Baseline,21,,0,50,Female,1.8863997,19.435403,-70.61610899999999,santiago,santiago,,,,,,0,3. Treated Beneficiaries,1
3214,H0503,0. Baseline,11,pasto,0,90,Male,7.0425591,19.482258,-70.84116,santiago,la canela,no recuerda,1980,2000,,,10858.50573730469,0. Pure Control,0
3214,H0503,0. Baseline,13,berenjena,1,90,Male,.94319987,19.32213,-71.243369,santiago,la canela,septiembre,2011,1940,febrero,2012,10858.50573730469,0. Pure Control,0
3214,H0503,0. Baseline,11,tabaco,1,90,Male,7.0425591,19.482258,-70.84116,santiago,la canela,noviembre,2011,1940,abril,2012,10858.50573730469,0. Pure Control,0
3214,H0503,0. Baseline,12,batata,1,90,Male,1.8863997,19.3231,-71.23315599999999,santiago,la canela,octubre,2011,1940,febrero,2012,10858.50573730469,0. Pure Control,0
3216,H0632,0. Baseline,11,guineo,0,33,Male,3.7727995,19.380452,-70.656353,santiago,villa bisono navarrete,junio,2011,2007,,,0,2. Intended Beneficiaries,1
3222,H0619,0. Baseline,11,yuca,1,86,Female,1.3204799,19.534753,-70.79369199999999,santiago,villa bisono navarrete,marzo,2011,1992,enero,2012,5294.150024414063,2. Intended Beneficiaries,1
3228,H0137,0. Baseline,21,yuca,1,40,Male,4.0871997,19.416498,-70.479935,espaillat,juan lopez,enero,2011,2011,diciembre,2011,4241.603515625,0. Pure Control,0
3245,H0159,0. Baseline,21,yuca,1,50,Male,.62879992,19.430553,-70.50953800000001,espaillat,moca,enero,2011,1996,diciembre,2011,4090.791259765625,0. Pure Control,0
3258,H0805,0. Baseline,12,yuca,1,78,Male,5.0303993,19.492004,-70.580743,santiago,tamboril,febrero,2011,1994,diciembre,2011,7314.410095214844,0. Pure Control,0
3258,H0805,0. Baseline,12,plátano,0,78,Male,5.0303993,19.492004,-70.580743,santiago,tamboril,enero,2011,1994,,,7314.410095214844,0. Pure Control,0
3258,H0805,0. Baseline,12,habichuela roja,1,78,Male,5.0303993,19.492004,-70.580743,santiago,tamboril,octubre,2011,1994,enero,2012,7314.410095214844,0. Pure Control,0
3258,H0805,0. Baseline,11,pasto,0,78,Male,4.7159996,19.490293,-70.582925,santiago,tamboril,no recuerda,1976,1976,,,7314.410095214844,0. Pure Control,0
3261,H0829,0. Baseline,21,plátano,0,35,Male,6.036479,19.433189,-70.62728300000001,santiago,licey al medio,enero,2011,2011,,,5278.440185546875,0. Pure Control,0
3266,H0608,0. Baseline,11,plátano,0,53,Male,3.2068796,19.390644,-70.598162,santiago,licey al medio,octubre,2010,2010,,,1418.3564453125,3. Treated Beneficiaries,1
3267,H0602,0. Baseline,11,,0,61,Male,.94319987,19.428438,-70.634528,santiago,licey al medio,,,,,,0,3. Treated Beneficiaries,1
3267,H0602,0. Baseline,21,pasto,0,61,Male,.31439996,19.434099,-70.62769900000001,santiago,licey al medio,no recuerda,1995,1995,,,0,3. Treated Beneficiaries,1
3268,H0603,0. Baseline,21,,0,78,Male,2.2007997,19.42468,-70.60079399999999,santiago,licey al medio,,,,,,0,2. Intended Beneficiaries,1
3295,H0478,0. Baseline,11,ñame,1,56,Male,2.5151997,19.798827,-70.908378,puerto plata,imbert,febrero,2011,2009,noviembre,2011,807.9246000000001,2. Intended Beneficiaries,1
3295,H0478,0. Baseline,11,yautia,1,56,Male,2.5151997,19.798827,-70.908378,puerto plata,imbert,febrero,2011,2009,julio,2011,807.9246000000001,2. Intended Beneficiaries,1
3295,H0478,0. Baseline,11,plátano,0,56,Male,2.5151997,19.798827,-70.908378,puerto plata,imbert,enero,2011,1992,,,807.9246000000001,2. Intended Beneficiaries,1
3295,H0478,0. Baseline,11,guandul,1,56,Male,2.5151997,19.798827,-70.908378,puerto plata,imbert,enero,2011,2009,agosto,2011,807.9246000000001,2. Intended Beneficiaries,1
3296,H0457,0. Baseline,11,plátano,0,44,Male,.94319987,19.840521,-71.020905,puerto plata,luperon,septiembre,2010,2010,,,6158.180297851563,1. Contaminated Control,0
3307,H0438,0. Baseline,11,pasto,0,51,Male,1.2575998,19.80262,-70.958983,puerto plata,luperon,no recuerda,1980,1993,,,3167.064208984375,2. Intended Beneficiaries,1
3308,H0426,0. Baseline,11,plátano,0,65,Male,.69167989,19.818288,-70.935631,puerto plata,luperon,agosto,2009,1980,,,6786.56640625,3. Treated Beneficiaries,1
3312,H0430,0. Baseline,11,tabaco,1,49,Male,1.8863997,19.812873,-70.95701800000001,puerto plata,luperon,diciembre,2011,1980,agosto,2012,1206.500610351563,3. Treated Beneficiaries,1
3313,H0381,0. Baseline,11,pasto,0,68,Male,1.8863997,19.801866,-70.951336,puerto plata,luperon,agosto,2009,2001,,,0,2. Intended Beneficiaries,1
3314,H0452,0. Baseline,11,plátano,0,74,Female,1.5719998,19.843331,-71.03322,puerto plata,luperon,noviembre,2011,2002,,,0,3. Treated Beneficiaries,1
3324,H0276,0. Baseline,11,plátano,0,33,Male,.37727994,19.816218,-70.99267999999999,puerto plata,luperon,octubre,2010,1998,,,3299.025390625,2. Intended Beneficiaries,1
3326,H0291,0. Baseline,12,cebolla,1,45,Male,.88031989,19.799531,-70.97548500000001,puerto plata,luperon,octubre,2011,1990,febrero,2012,21113.76171875,3. Treated Beneficiaries,1
3326,H0291,0. Baseline,12,plátano,0,45,Male,.88031989,19.799531,-70.97548500000001,puerto plata,luperon,mayo,2011,1990,,,21113.76171875,3. Treated Beneficiaries,1
3326,H0291,0. Baseline,11,lechoza,1,45,Male,.94319987,19.803971,-70.980963,puerto plata,luperon,noviembre,2011,2005,marzo,2012,21113.76171875,3. Treated Beneficiaries,1
3327,H0316,0. Baseline,11,plátano,0,46,Male,5.0303993,19.848061,-71.048097,puerto plata,villa isabela,octubre,2010,1991,,,13181.01953125,3. Treated Beneficiaries,1
3327,H0316,0. Baseline,11,lechoza,1,46,Male,5.0303993,19.848061,-71.048097,puerto plata,villa isabela,noviembre,2011,2011,junio,2012,13181.01953125,3. Treated Beneficiaries,1
3331,H0247,0. Baseline,11,plátano,0,46,Male,1.8235197,19.812097,-70.994175,puerto plata,luperon,octubre,2010,2008,,,5850.488220214844,1. Contaminated Control,0
3332,H0294,0. Baseline,11,pasto,0,69,Male,7.1054392,19.801353,-70.973865,puerto plata,luperon,noviembre,1976,1976,,,2362.73046875,3. Treated Beneficiaries,1
3332,H0294,0. Baseline,12,pasto,0,69,Male,4.2129593,19.806517,-70.976491,puerto plata,luperon,octubre,1977,1977,,,2362.73046875,3. Treated Beneficiaries,1
3332,H0294,0. Baseline,13,pasto,0,69,Male,1.4462398,19.798123,-70.97024399999999,puerto plata,luperon,noviembre,1986,1986,,,2362.73046875,3. Treated Beneficiaries,1
3332,H0294,0. Baseline,13,tabaco,1,69,Male,1.4462398,19.798123,-70.97024399999999,puerto plata,luperon,diciembre,2011,2010,mayo,2012,2362.73046875,3. Treated Beneficiaries,1
3332,H0294,0. Baseline,14,pasto,0,69,Male,18.863998,19.80833,-70.96745900000001,puerto plata,luperon,octubre,2006,2006,,,2362.73046875,3. Treated Beneficiaries,1
3342,H0158,0. Baseline,21,auyama,1,46,Male,1.3833598,,,espaillat,moca,marzo,2011,2005,noviembre,2011,3410.4208984375,0. Pure Control,0
3345,H0143,0. Baseline,11,plátano,0,84,Male,1.8863997,19.38417,-70.48817200000001,espaillat,cayetano germosen,enero,2011,1982,,,1862.535400390625,0. Pure Control,0
3349,H0299,0. Baseline,11,pasto,0,30,Male,15.719998,19.80066,-70.968183,puerto plata,los hidalgos,noviembre,2007,2007,,,0,3. Treated Beneficiaries,1
3350,H0267,0. Baseline,11,plátano,0,46,Male,1.5719998,19.812097,-70.994175,puerto plata,luperon,septiembre,2010,1992,,,807.9246000000001,1. Contaminated Control,0
3350,H0267,0. Baseline,12,plátano,0,46,Male,1.8863997,19.793445,-71.013729,puerto plata,luperon,febrero,2009,1992,,,807.9246000000001,1. Contaminated Control,0
3350,H0267,0. Baseline,13,plátano,0,46,Male,.31439996,19.80717,-71.014782,puerto plata,luperon,julio,2010,1992,,,807.9246000000001,1. Contaminated Control,0
3356,H0268,0. Baseline,11,pasto,0,52,Female,2.5151997,19.887165,-70.957801,puerto plata,luperon,octubre,2010,2010,,,0,2. Intended Beneficiaries,1
3359,H0130,0. Baseline,11,batata,1,35,Male,1.8863997,,,espaillat,moca,septiembre,2011,2011,febrero,2012,3666.305908203125,0. Pure Control,0
3365,H0152,0. Baseline,11,cilantro verde,1,47,Male,.75455987,19.396272,-70.55483700000001,espaillat,moca,noviembre,2011,1982,agosto,2011,807.9246000000001,0. Pure Control,0
3365,H0152,0. Baseline,11,puerro,1,47,Male,.75455987,19.396272,-70.55483700000001,espaillat,moca,mayo,2011,1982,octubre,2011,807.9246000000001,0. Pure Control,0
