ARVI,DNWVI,EVI,GNDVI,ID,IPVI,NDVI,NWVI,OSAVI,TGI,patca,date
0.6952336438316385,-0.6130717899448587,0.47118758562626806,0.7317611506702892,555,0.8711040682466317,0.742208136493263,-0.2150605693684354,0.49834012334542976,0.005134441958041962,0,2011-02-11
0.5398502424890282,-0.5253937383806044,0.43464101272551653,0.6402527136180788,3803,0.8098227661519367,0.6196455323038736,-0.18819912234587838,0.435610712096944,0.0036754791423910566,1,2011-02-11
0.6626507828387812,-0.5753234913185977,0.4443775801418593,0.6923728857865981,3931,0.8567485447500703,0.7134970895001408,-0.1957758582883001,0.4746388342249348,0.007151309807991698,1,2011-02-11
0.5556494956205087,-0.538967246223925,0.36608745654636854,0.6296963012042324,3933,0.8129828568154045,0.6259657136308092,-0.1369711507727026,0.4047604990156933,0.004334978509694,1,2011-02-11
0.7668511148234601,-0.4188006499870785,0.661162537083933,0.7220572164865657,3975,0.9006264256068579,0.8012528512137156,-0.43468515848681233,0.5973920487655966,0.024179940079272554,0,2011-02-11
0.40501284685041505,-0.6289464048117153,0.3163639108788068,0.6256319945129648,3998,0.7753367440976954,0.5506734881953911,0.005086791203326155,0.36656782366436547,0.0024211997854652737,0,2011-02-11
0.47953010122176304,-0.500973531265105,0.3831325779721155,0.5811014097703611,3741,0.7818415284948551,0.5636830569897099,-0.11916897663048148,0.3892534034463147,0.004017352063418048,0,2011-02-11
0.4657388472280796,-0.5158146879889026,0.3469982730032877,0.5920202276338653,555,0.7807722519217789,0.5615445038435578,-0.10992726189655058,0.37527945955130465,0.00271949305555556,0,2011-03-15
0.20465569776556697,-0.5410333830651337,0.25142738487724875,0.48780740042484777,579,0.6879337930439798,0.3758675860879595,0.07057091418432788,0.2698519139892659,-0.0006858319347319336,0,2011-03-15
0.43693892577144733,-0.464151694582924,0.3874484605327401,0.5611588848477264,3803,0.7693482937137257,0.5386965874274517,-0.14438809050786078,0.38453669820041164,0.007012392682358426,1,2011-03-15
0.44248321736043394,-0.39292492612436497,0.4375245678962765,0.49855318224285505,3931,0.7493774561155415,0.49875491223108304,-0.13150465392212154,0.36959244204541664,0.0031716183574879357,1,2011-03-15
0.7458795403163886,-0.38308320520834566,0.6882370304456902,0.6928724845575235,3975,0.8901329035663923,0.7802658071327848,-0.421738583644949,0.593901950538554,0.028777708148148153,0,2011-03-15
0.39840346203239113,-0.6079295699097733,0.3214448593559035,0.5897297992696432,3998,0.7668530855647584,0.5337061711295167,0.027983566920878975,0.36021910310742633,0.004356518544436668,0,2011-03-15
0.5856216826801564,-0.29045777535928685,0.13692639121241745,0.46978974279834074,526,0.7613645963738368,0.5227291927476736,-0.20722888199602024,0.208254199319919,-0.0009732961063184879,0,2011-03-15
0.4014139918637153,-0.5215448023148419,0.30311025514845225,0.5421784174347875,3741,0.7548365170905094,0.5096730341810186,-0.031219698823490176,0.3358962770552715,0.003986804150151553,0,2011-03-15
0.13726572823732835,-0.46619526179617155,0.1889953329192422,0.361210919331508,477,0.6354847274588689,0.27096945491773733,0.12594649758287257,0.19095485492658412,-0.0052584220097924884,0,2011-03-31
0.21210433427314618,-0.47651597507861837,0.2564175261659428,0.43586359055807267,579,0.6747496707664615,0.3494993415329227,0.049887105055671364,0.2533403471849139,-0.003244113752913749,0,2011-03-31
0.4090233953151304,-0.3962559724032939,0.33103774584137013,0.4942598746277908,3803,0.7385639596633988,0.47712791932679754,-0.12908397621386614,0.32577965920493684,0.0008273908809207595,1,2011-03-31
0.46662711412233426,-0.5063692311792145,0.39560110553953776,0.5691371096654231,3933,0.7761283072127297,0.5522566144254594,-0.08562887221748743,0.3895532668071998,0.0046360018687222684,1,2011-03-31
0.6308582409354786,-0.3601580322862972,0.5659222656221292,0.6405624802609066,3975,0.8477383443352838,0.695476688670568,-0.3644993302372367,0.5170931424682004,0.022588171834926566,0,2011-03-31
0.3313909467911329,-0.4584665097337366,0.3833539566134192,0.5102191532017049,526,0.7309898638489083,0.46197972769781676,-0.06682003037242817,0.35215598452563757,0.00728962931034483,0,2011-03-31
0.3377046944095526,-0.6490672353131502,0.21297386798823964,0.4870942107318605,1130,0.7137222500489636,0.4274445000979274,0.2347259450522111,0.25435533295936036,-0.0037133435334872978,0,2011-03-31
0.2910269541165672,-0.4039077856530052,0.3300965336464957,0.41699625753837005,3396,0.688400416056198,0.3768008321123959,-0.016835075369144085,0.2806669707314524,-0.003421376080355053,0,2011-03-31
0.12167037601469237,-0.5364742166027341,0.18260687291576141,0.39073756424149414,477,0.640721256213628,0.2814425124272558,0.18393354814197574,0.1966749036438747,-0.0031086083003030998,0,2011-04-16
0.5524906867948655,-0.5694854403394323,0.39119456045515666,0.6516796109932054,555,0.824936358591738,0.6498727171834761,-0.1307818363621097,0.43339144561144294,0.009058472960372965,0,2011-04-16
0.46197188525767047,-0.4976231418891357,0.3774515627351921,0.5759368341299189,3803,0.7808146938832925,0.5616293877665848,-0.12120959381852978,0.3901834718193664,0.007739306688417622,1,2011-04-16
0.6140944313818624,-0.5480337606827629,0.42454338306554446,0.6461314864324051,3931,0.8358541794551673,0.6717083589103346,-0.15325061988884778,0.4490140363572278,0.00875386089454247,1,2011-04-16
0.5376697066694115,-0.5290680114008105,0.39990742655471284,0.6251827899682916,3933,0.8140475321034588,0.6280950642069175,-0.14289284767329033,0.426752183970671,0.009537560149497786,1,2011-04-16
0.5842248367930649,-0.3879640129069233,0.5403337976805985,0.6275219466060639,3975,0.8348877828927328,0.6697755657854655,-0.31658363688362356,0.5009304045263102,0.023769867335043136,0,2011-04-16
0.3824587573488557,-0.5132205429597649,0.35048622889757614,0.5257581679721375,3998,0.747081688596177,0.494163377192354,-0.017425925842391814,0.3499803182112087,0.005819207547169817,0,2011-04-16
0.7648201386600979,-0.45402496233306516,0.7570759912020686,0.7146627465534114,526,0.9001008642234971,0.8002017284469943,-0.3858975583359417,0.6256677899768711,0.03200160844803037,0,2011-04-16
0.49312134975880767,-0.5090958098635138,0.35761118653281676,0.5867574683473825,3741,0.7953051110137572,0.5906102220275145,-0.11544848927522046,0.39276847902042256,0.010051810911634415,0,2011-04-16
0.1790257401357561,-0.5096187942862237,0.21983962626405373,0.42561351987825646,477,0.6687358416830761,0.337471683366152,0.10744134381817742,0.2367383557087399,0.0016892355460385493,0,2011-05-18
0.2139036351220706,-0.5377629432536651,0.25168508893693065,0.47119332014099785,579,0.6849056040540882,0.36981120810817614,0.08721133258671972,0.26427260001345504,-0.0021033543034911853,0,2011-05-18
0.41375253162285686,-0.4904640892030168,0.36740627443388024,0.546242929804584,3803,0.7581449833305463,0.5162899666610924,-0.08672484704504782,0.3662387349686226,0.004783998834770453,1,2011-05-18
0.5577213072886329,-0.5472718932149626,0.39133550828760005,0.6238678408745041,3931,0.8166345808777398,0.6332691617554794,-0.11691458082072373,0.42128348349251293,0.007895996030819525,1,2011-05-18
0.6200022421713985,-0.38030910708800947,0.621547492334152,0.6375168613641518,3975,0.8437854784855398,0.6875709569710795,-0.34029200595012143,0.5310705897096502,0.025433419982822787,0,2011-05-18
0.5064583898664398,-0.5996482669158131,0.4178977931641731,0.6227508945475091,3998,0.8074838029590401,0.6149676059180806,-0.037404186097707876,0.4330134539836751,0.011318922090039658,0,2011-05-18
0.19152054850369446,-0.5273140378644173,0.29860836461973755,0.49621139737630426,526,0.6880713903074184,0.3761427806148367,0.038732894616115614,0.2926662805002039,0.0018481632082070446,0,2011-05-18
